,name,address,location,rating,total_ratings,types,ref,business_status,formatted_address,formatted_phone_number,price_level,website,opening_hours,latitude,longitude,postal_code,city_name,smileys,cvr_number,checked_findsmiley
291,Letz Sushi,"Jernbane Allé 36, København","(12.4913177, 55.686454)",4.2,88,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJp0RSdP5TUkYRYcn6gV6V174,OPERATIONAL,"Jernbane Allé 36, 2720 København, Denmark",33 21 11 66,2.0,http://letzsushi.dk/,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2200'); ('1200', '2200')",55.686454,12.4913177,2720,Vanløse,"[1, 1]",10107423,1
292,Burger King,"Jernbane Allé 44, København","(12.4912396, 55.6867672)",3.3,378,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJKT9LhNhTUkYRedbV9dnac2g,OPERATIONAL,"Jernbane Allé 44, 2720 København, Denmark",50 76 80 28,2.0,https://wolt.com/en/dnk/copenhagen/restaurant/burger-king-vanlse,"('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2300'); ('1000', '2300')",55.6867672,12.4912396,2720,Vanløse,,0,1
293,Umi,"Jernbane Allé 48, København","(12.489894, 55.688018)",4.6,254,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ5Qarq3RRUkYRu7VfeOD9JqI,OPERATIONAL,"Jernbane Allé 48, 2720 København, Denmark",53 63 77 88,,http://umi2720.dk/,"('1500', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')",55.688018,12.489894,2720,Vanløse,"[1, 1, 1]",42512486,1
294,Vanløse Pizzaria,"Jernbane Allé 70, Vanløse","(12.4886478, 55.6898557)",3.4,107,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJh4NjxWJRUkYRu_CXgujI1lM,OPERATIONAL,"Jernbane Allé 70, 2720 København, Denmark",38 74 29 74,,https://www.vanlose-pizza.dk/,"('1200', '2115'); ('1100', '2115'); ('1100', '2115'); ('1100', '2115'); ('1100', '2115'); ('1100', '2115'); ('1200', '2115')",55.6898557,12.4886478,2720,Vanløse,"[1, 2, 1, 2]",40681191,1
295,Vanløse Bistro,"Dronninglundvej 10, Vanløse","(12.489329, 55.689536)",4.4,45,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ4xlgVTdRUkYRQlYRPVQoPl4,OPERATIONAL,"Dronninglundvej 10, 2720 København, Denmark",31 36 68 66,,http://www.vanlosebistro.dk/,,55.689536,12.489329,2720,Vanløse,"[1, 1]",41507381,1
296,Olivaceous,"Vanløse Torv 1, København","(12.4917186, 55.6876503)",1.7,14,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJVVUZf9hTUkYRXBAbQOFKJKI,OPERATIONAL,"Vanløse Torv 1, 2720 København, Denmark",40 11 02 67,,,"('1400', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",55.6876503,12.4917186,2720,Vanløse,,0,1
297,O Tempo,"Jyllingevej 10, København","(12.4917711, 55.6935094)",4.6,276,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJCauQ-KdTUkYRI1qqMgBDTQA,OPERATIONAL,"Jyllingevej 10, 2720 København, Denmark",35 35 74 65,,http://www.otempo.dk/,,55.6935094,12.4917711,2720,Vanløse,['Elite'],35803203,1
298,Tiffany's Café - Is - Bolsjer,"Jyllingevej 14, København","(12.4911333, 55.6934254)",4.1,38,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ524idetRUkYRMF4Pi5bEvNA,OPERATIONAL,"Jyllingevej 14, 2720 København, Denmark",,,,"('1300', '2000'); ('1300', '2000'); ('1300', '2000'); ('1300', '2000'); ('1300', '2000'); ('1300', '2000'); ('1300', '2000')",55.6934254,12.4911333,2720,Vanløse,,0,1
299,Restaurant Iki Sushi Vanløse,"Jyllingevej 19, København","(12.491908, 55.693284)",4.0,3,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJz_QNmX1RUkYRJK5rdXXOZf0,OPERATIONAL,"Jyllingevej 19, 2720 København, Denmark",,,https://ikisushi.dk/,,55.693284,12.491908,2720,Vanløse,"[1, 2]",32109306,1
300,Alanya 2 restaurant,"Frederikssundsvej 213, København","(12.4896176, 55.7058768)",3.9,202,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJRfyawoNRUkYRGaYa6ydu6pw,OPERATIONAL,"Frederikssundsvej 213, 2700 København, Denmark",38 80 43 00,2.0,https://www.dagensmenu.dk/alanya2restaurant-bronshoj,"('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')",55.7058768,12.4896176,2700,Brønshøj,"[1, 1, 1, 1]",36897899,1
301,Spigad'oro Italiano,"Frederikssundsvej 206, København","(12.4894528, 55.7063882)",4.0,125,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ62F17INRUkYR9gQzTGqD_Cg,OPERATIONAL,"Frederikssundsvej 206, 2700 København, Denmark",38 60 40 59,2.0,http://www.spigadoro.dk/,"('1200', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1200', '2130')",55.7063882,12.4894528,2700,Brønshøj,,0,1
302,alharam,Copenhagen,"(12.4915225, 55.7071732)",4.0,4,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ_____4NRUkYRXMSffSkJO0k,CLOSED_TEMPORARILY,"2700 Copenhagen, Austria",,,,,55.7071732,12.4915225,2700,Brønshøj,,0,1
303,Madhuset,"Gammelmosevej 121A, Kongens Lyngby","(12.491634, 55.756546)",4.4,100,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJP_UtaxhOUkYR6xHA2khEeAc,OPERATIONAL,"Gammelmosevej 121A, 2800 Kongens Lyngby, Denmark",36 70 03 04,,https://www.madhuset2800.dk/,"('1130', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100')",55.756546,12.491634,2800,Kongens Lyngby,"[1, 1, 2, 1]",25302664,1
304,Spisestedet Jagten,"Hvidovre Strandvej 29A, Hvidovre","(12.4960054, 55.6256346)",4.3,126,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJM-dOFEdUUkYRhB3T6GH07Fc,OPERATIONAL,"Hvidovre Strandvej 29A, 2650 Hvidovre, Denmark",36 49 05 80,1.0,http://www.spisestedetjagten.dk/,"('1100', '2000'); ('1100', '2000'); ('1100', '2000'); ('1100', '2000'); ('1100', '2000'); ('1100', '2100'); ('1100', '2100')",55.6256346,12.4960054,2650,Hvidovre,"[1, 1, 4, 2]",42290084,1
305,Shawarma House Holding ApS,"Tavlekærsvej 64, Hvidovre","(12.494393, 55.631774)",4.0,4,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJDdm0sD9UUkYRz5KPOz-OiUM,OPERATIONAL,"Tavlekærsvej 64, 2650 Hvidovre, Denmark",,,,"('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100')",55.631774,12.494393,2650,Hvidovre,,0,1
306,Bodega Teglskægget,"Valby Langgade 191, København","(12.4919989, 55.6695395)",4.5,123,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJY8EykuRTUkYROUd41mfNPb4,OPERATIONAL,"Valby Langgade 191, 2500 København, Denmark",36 17 35 21,1.0,http://www.teglskaegget.dk/,"('1100', '0200'); ('1100', '0200'); ('1100', '0200'); ('1100', '0200'); ('1100', '0200'); ('1100', '0200'); ('1100', '0200')",55.6695395,12.4919989,2500,Valby,"[1, 1, 1, 1]",26773466,1
307,Café Istanbul,"Valby Langgade 177, København","(12.4952369, 55.6687188)",3.9,196,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJrySEGOVTUkYREsv4i_Jz08Q,OPERATIONAL,"Valby Langgade 177, 2500 København, Denmark",36 30 00 32,2.0,http://www.brunchistanbul.dk/,"('1000', '1700'); ('0900', '1700'); ('0900', '1700'); ('0900', '1700'); ('0900', '1700'); ('0900', '1700'); ('1000', '1700')",55.6687188,12.4952369,2500,Valby,,0,1
308,Restaurant Granen,"Peter Bangs Vej 147, Frederiksberg","(12.4945479, 55.67665989999999)",4.0,60,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ16bATedTUkYRNpcHPaO3Bs4,OPERATIONAL,"Peter Bangs Vej 147, 2000 Frederiksberg, Denmark",38 71 41 90,2.0,http://www.kb-boldklub.dk/om-kb/faciliteter/restauranter/restaurant-granen/,,55.67665989999999,12.4945479,2000,Frederiksberg,['Elite'],27093027,1
309,Amigo Pizza,"Finsensvej 261, Frederiksberg","(12.4949241, 55.682711)",3.8,101,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJNSWmld5TUkYRRHn8mnJhA18,OPERATIONAL,"Finsensvej 261, 2000 Frederiksberg, Denmark",38 79 62 62,,,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1200', '2200')",55.682711,12.4949241,2720,Vanløse,,0,1
310,jojos,"Vanløse Torv 1, Vanløse","(12.4927397, 55.6880618)",4.6,15,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJwVTH0GpTUkYRrwRQpMGpPzA,OPERATIONAL,"Vanløse Torv 1, 2720 København, Denmark",,,http://jojos.dk/,"('1030', '1900'); ('1030', '1900'); ('1030', '1900'); ('1030', '1900'); ('1030', '1900'); ('1030', '1900'); ('1030', '1900')",55.6880618,12.4927397,2720,Vanløse,"[1, 1]",27278671,1
311,Restaurant India - Vanløse,"Jyllingevej 2, København","(12.4934195, 55.6939574)",4.2,134,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJFfgrin1RUkYRFdVXwKsLV70,OPERATIONAL,"Jyllingevej 2, 2720 København, Denmark",53 79 27 20,,http://restaurantindia.dk/,"('1200', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1200', '2200')",55.6939574,12.4934195,2720,Vanløse,"[1, 1, 2, 1]",40116095,1
312,Yaya Sushi,"Frederikssundsvej 199, København","(12.4919804, 55.7053451)",4.2,150,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJWwLWboFRUkYRyDQUp8VoVSw,OPERATIONAL,"Frederikssundsvej 199, 2700 København, Denmark",38 60 35 32,2.0,https://yayasushi.dk/,"('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200')",55.7053451,12.4919804,2700,Brønshøj,"[1, 2, 1, 1]",39609312,1
313,Brønshøj Kebab,"Frederikssundsvej 192, København","(12.492076, 55.705687)",4.4,117,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJy8QoaIFRUkYRaPO2TvWDpJM,OPERATIONAL,"Frederikssundsvej 192, 2700 København, Denmark",31 70 62 24,,,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",55.705687,12.492076,2700,Brønshøj,['Elite'],38746480,1
314,Mina Kebab - Brønshøj,"Frederikssundsvej 183A, København","(12.495762, 55.70481539999999)",4.8,25,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJYwZ2P5lRUkYRKBpS-nMaxcI,OPERATIONAL,"Frederikssundsvej 183A, 2700 København, Denmark",38 60 60 68,,https://minakebab.business.site/?utm_source=gmb&utm_medium=referral,"('1100', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '0000'); ('1100', '0000')",55.70481539999999,12.495762,2700,Brønshøj,,0,1
315,McDonald's,"Tinghøjparken 47, Søborg","(12.4931678, 55.74190869999999)",3.5,1449,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJvd6r7ONRUkYRc2B1qggiQ8I,OPERATIONAL,"Tinghøjparken 47, 2860 Søborg, Denmark",39 69 31 15,2.0,https://www.mcdonalds.com/dk/da-dk.html/?utm_source=google_location&utm_medium=organic&utm_campaign=31,"('0700', '0100'); ('0700', '0100'); ('0700', '0100'); ('0700', '0100'); ('0700', '0200'); ('0700', '0200'); ('0700', '0200')",55.74190869999999,12.4931678,2860,Søborg,['Elite'],38988115,1
316,Kokkenes Køkken,"Buddingevej 312, Søborg","(12.4935259, 55.744022)",2.3,7,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJ2-GAMeJRUkYRyZxl-XBBIwQ,OPERATIONAL,"Buddingevej 312, 2860 Søborg, Denmark",39 69 50 50,,https://www.kokkeneskoekken.dk/,,55.744022,12.4935259,2860,Søborg,,0,1
317,Cafe M & Pizzaria,"Buddingevej 270, Søborg","(12.4946516, 55.7471203)",3.7,53,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",ChIJTTav5B1OUkYR8DH1_pp_JAQ,OPERATIONAL,"Buddingevej 270, 2860 Søborg, Denmark",39 66 21 22,,https://cafemogpizzeria.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"('1100', '2130'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2300'); ('1100', '2200')",55.7471203,12.4946516,2860,Søborg,"[1, 1]",27715362,1
318,Buddinge Pizza,"Buddingevej 215, Søborg","(12.4955253, 55.75009379999999)",4.0,59,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJO0u-JhxOUkYR4eh_PiLaJZM,OPERATIONAL,"Buddingevej 215, 2860 Søborg, Denmark",39 56 47 38,,https://www.hungry.dk/soeborg/buddinge-pizza/?utm_source=google&utm_medium=gmb&utm_campaign=local,"('1500', '2130'); ('1500', '2100'); ('1500', '2100'); ('1500', '2100'); ('1500', '2100'); ('1500', '2130'); ('1500', '2130')",55.75009379999999,12.4955253,2860,Søborg,"[1, 1, 4, 2]",39481847,1
319,POPS PIZZA,"Nybrovej 149, Kongens Lyngby","(12.495037, 55.76227300000001)",4.7,42,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJYw_zJSVPUkYRuEV-m3dB7HI,OPERATIONAL,"Nybrovej 149, 2800 Kongens Lyngby, Denmark",39 90 01 00,,https://www.popspizza.dk/,"('1500', '2100'); ('1500', '2100'); ('1500', '2100'); ('1500', '2100'); ('1500', '2100'); ('1500', '2100'); ('1500', '2100')",55.76227300000001,12.495037,2800,Kongens Lyngby,[1],39318881,1
320,Moya Bagel,"Buddingevej 67a, Kongens Lyngby","(12.495938, 55.762232)",3.3,3,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ3foB9LRPUkYRe50_A7MO4Hg,OPERATIONAL,"Buddingevej 67a, 2800 Kongens Lyngby, Denmark",26 78 00 98,,,,55.762232,12.495938,2800,Kongens Lyngby,,0,1
321,Verdensmesteren,"Stenstykkevej, Hvidovre","(12.4978589, 55.63961519999999)",4.6,304,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJmU-RCBRUUkYRu1eksA-XJEI,OPERATIONAL,"Stenstykkevej, 2650 Hvidovre, Denmark",,,https://www.tripadvisor.dk/Restaurant_Review-g1439382-d11742600-Reviews-Verdensmesteren-Hvidovre_Broendby_Municipality_Copenhagen_Region_Zealand.html,"('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100')",55.63961519999999,12.4978589,2650,Hvidovre,,0,1
322,Pink Salt,"Gammel Køge Landevej 222, st, Hvidovre","(12.4994599, 55.6411421)",4.4,14,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",ChIJu3F7MpxVUkYR2ixXrK03psM,OPERATIONAL,"Gammel Køge Landevej 222, st, 2650 Hvidovre, Denmark",36 77 02 22,,http://www.facebook.com/pinksalt,"('1300', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1300', '2200')",55.6411421,12.4994599,2650,Hvidovre,"[1, 2, 2]",21477699,1
323,Frederiksberg Hallen Cafe & Selskabslokaler,"Jens Jessens Vej 20, Frederiksberg","(12.4971437, 55.6760278)",3.9,41,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",ChIJL76nAOdTUkYRIEuB5uTD_-w,OPERATIONAL,"Jens Jessens Vej 20, 2000 Frederiksberg, Denmark",38 74 65 64,2.0,http://fhrestaurant.dk/,"('0900', '2000'); ('1530', '2330'); ('1530', '2330'); ('1530', '2330'); ('1530', '2330'); ('1530', '2100'); ('0900', '1900')",55.6760278,12.4971437,2000,Frederiksberg,,0,1
324,Kazumi Sushi,"Mørk Hansens Vej 2, Frederiksberg","(12.4974813, 55.6793394)",4.7,26,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJpUToM_1TUkYRM2R1Ercc8io,OPERATIONAL,"Mørk Hansens Vej 2, 2000 Frederiksberg, Denmark",91 99 55 55,,http://kazumi.dk/,,55.6793394,12.4974813,2000,Frederiksberg,"[1, 1, 2, 1]",37671185,1
325,Master Kina Grill v/Tian Xiang Li,"Peter Bangs Vej 107, Frederiksberg","(12.4991952, 55.67835669999999)",3.5,37,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJJ_kHf91TUkYRi2wB9CD7a3w,OPERATIONAL,"Peter Bangs Vej 107, 2000 Frederiksberg, Denmark",38 74 07 83,,https://www.dagensmenu.dk/takeaway/master-kinesisk-grill-frederiksberg?ad-id=2347,"('1300', '2200'); ('1500', '2230'); ('1500', '2230'); ('1500', '2230'); ('1500', '2230'); ('1500', '2230'); ('1300', '2200')",55.67835669999999,12.4991952,2000,Frederiksberg,,0,1
326,Sushi Station,"Grøndals Parkvej 81, Vanløse","(12.4987561, 55.6857382)",4.1,94,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJsaiFspVTUkYRA4ruFlG38a0,OPERATIONAL,"Grøndals Parkvej 81, 2720 København, Denmark",38 33 38 08,1.0,https://www.sushistation.dk/,"('1200', '2100'); ('1400', '2100'); ('1400', '2100'); ('1400', '2100'); ('1400', '2100'); ('1400', '2100'); ('1200', '2100')",55.6857382,12.4987561,2720,Vanløse,"[1, 2, 1, 2]",39479486,1
327,Fatboy Burger,"Stig Lommers Plads, Frederiksberg C","(12.4995862, 55.6850187)",5.0,6,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJc5mwLZ5TUkYRWmKL80WEYr8,OPERATIONAL,"Stig Lommers Pl., 2000 Frederiksberg C, Denmark",71 81 26 64,,https://www.facebook.com/fatboyburgerdk/,"('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100')",55.6850187,12.4995862,2000,Frederiksberg,,0,1
328,Cafe Moda Lounge,"Sallingvej 65, København","(12.498533, 55.69288249999999)",4.5,103,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ8yOX5dZTUkYRliQ0PVRqplE,OPERATIONAL,"Sallingvej 65, 2720 København, Denmark",38 79 72 70,2.0,https://www.facebook.com/CafeModaCph/,"('1500', '0000'); ('1500', '0000'); ('1500', '0000'); ('1500', '0000'); ('1500', '0000'); ('1500', '0200'); ('1500', '0200')",55.69288249999999,12.498533,2720,Vanløse,,0,1
329,Sandwich X,"Sallingvej 62, København","(12.4991015, 55.6931192)",3.8,86,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJhyTy6NZTUkYRWpo9SyLojgE,OPERATIONAL,"Sallingvej 62, 2720 København, Denmark",38 71 73 76,,http://xsandwich.dk/,,55.6931192,12.4991015,2720,Vanløse,,0,1
330,Brønshøj Bistro,"Brønshøjgårdvej 1, København","(12.497518, 55.7030711)",4.7,191,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJL9Wm_KJRUkYRioWF9c-uiZo,OPERATIONAL,"Brønshøjgårdvej 1, 2700 København, Denmark",31 75 90 50,2.0,http://bronshojbistro.dk/,,55.7030711,12.497518,2700,Brønshøj,,0,1
331,Green Chili Restaurant & Take Away,"Frederikssundsvej 164, København","(12.4965845, 55.7050079)",4.3,76,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",ChIJ960864BRUkYRrE-LX32ThYs,CLOSED_PERMANENTLY,"Frederikssundsvej 164, 2700 København, Denmark",38 60 57 49,,https://www.hungry.dk/broenshoej/,,55.7050079,12.4965845,2700,Brønshøj,,0,1
332,Jonas Pizzaria Brønshøj,"Frederikssundsvej 156A, København","(12.498045, 55.7048647)",3.4,32,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJO_KemYBRUkYRON4YF2RxjZQ,OPERATIONAL,"Frederikssundsvej 156A, 2700 København, Denmark",38 80 41 25,1.0,https://www.eatonline.dk/restaurant/350/jonas-pizzeria-i-brnshj,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",55.7048647,12.498045,2700,Brønshøj,"[1, 2, 3, 1]",26775647,1
333,Zeynos kebab,"Frederikssundsvej 175, Brønshøj","(12.4993691, 55.7043626)",4.8,326,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJU47ik2tTUkYRODCxPjKXOxo,OPERATIONAL,"Frederikssundsvej 175, 2700 Brønshøj, Denmark",38 60 53 76,,http://www.zeynos.dk/,"('1500', '2300'); ('1500', '2300'); ('1500', '2300'); ('1500', '2300'); ('1500', '2300'); ('1500', '0000'); ('1500', '0000')",55.7043626,12.4993691,2700,Brønshøj,"[2, 1, 2, 2]",39821923,1
334,Mirac kebab,"Høje Gladsaxe Torv 2, Søborg","(12.4975152, 55.7298571)",4.5,15,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJs0cXdPFRUkYRzMP2wvs0omw,OPERATIONAL,"Høje Gladsaxe Torv 2, 2860 Søborg, Denmark",60 53 61 46,,,"('1200', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1200', '2100')",55.7298571,12.4975152,2860,Søborg,['Elite'],40197680,1
335,Magnes Madhus ApS,"Søborg Hovedgade 220, Søborg","(12.4976047, 55.7424113)",4.3,19,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ83A7dyFRUkYRji9i-SHwm7c,OPERATIONAL,"Søborg Hovedgade 220, 2860 Søborg, Denmark",93 92 86 05,,http://www.magnes.dk/,,55.7424113,12.4976047,2860,Søborg,"[1, 1]",41083379,1
336,Corona Pizza,"Søborg Hovedgade 189, Søborg","(12.4997797, 55.74143160000001)",4.0,112,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJfwzKtfxRUkYR4nsl-_Ynfug,OPERATIONAL,"Søborg Hovedgade 189, 2860 Søborg, Denmark",39 56 59 09,2.0,https://www.eatonline.dk/restaurant/548/corona-pizza,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",55.74143160000001,12.4997797,2860,Søborg,"[1, 1, 4, 1]",39658062,1
337,Pizza Burger House,"Vadbro 14, Søborg","(12.4960953, 55.7478858)",4.3,24,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJTQTFSuFPUkYRUw_IRXxJ-KQ,OPERATIONAL,"Vadbro 14, 2860 Søborg, Denmark",39 56 50 13,,https://pizzahouse-soborg.dk/,"('1200', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1500', '2200'); ('1200', '2200')",55.7478858,12.4960953,2860,Søborg,[1],33115563,1
338,Daisy's Køkken,"Gammel Køge Landevej 176, København","(12.5035375, 55.6456763)",4.2,69,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJgSXONg1UUkYRdeP_fUog7AU,OPERATIONAL,"Gammel Køge Landevej 176, 2500 København, Denmark",36 17 36 17,,https://www.eatonline.dk/restaurant/140/daisys-kkken,"('1300', '2300'); ('1300', '2300'); ('1300', '2300'); ('1300', '2300'); ('1300', '2300'); ('1300', '2300'); ('1300', '2300')",55.6456763,12.5035375,2500,Valby,,0,1
