,name,address,location,rating,total_ratings,types,ref,business_status,formatted_address,formatted_phone_number,price_level,website,opening_hours,latitude,longitude,postal_code,city_name,smileys,cvr_number,checked_findsmiley
238,Columbia Valby,"Peter Bangs Vej 223, København","(12.4874927, 55.6769657)",4.5,37,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJh29SvdVTUkYRm9RlOEH1nMU,OPERATIONAL,"Peter Bangs Vej 223, 2500 København, Denmark",38 88 88 88,,https://columbiavalby.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=discount&utm_content=10,"('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')",55.6769657,12.4874927,2720,Vanløse,,0,1
239,Miki's Pizzeria,"Ålekistevej 44, København","(12.4846219, 55.68140260000001)",4.5,181,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJgZasXGBRUkYRsxVNJYwa2Z8,OPERATIONAL,"Ålekistevej 44, 2720 København, Denmark",38 74 27 36,2.0,https://www.mikipizza.dk/,"('0600', '2200'); ('0600', '2200'); ('0600', '2200'); ('0600', '2200'); ('0600', '2200'); ('0600', '2200'); ('0600', '2200')",55.68140260000001,12.4846219,2720,Vanløse,,0,1
240,KvaliBar,"Ålekistevej 68, København","(12.4841461, 55.68283479999999)",4.8,52,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJn6K9AGFRUkYRSY-85eL7Q_M,OPERATIONAL,"Ålekistevej 68, 2720 København, Denmark",26 74 64 35,,https://kvalibar.dk/,"('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000')",55.68283479999999,12.4841461,2720,Vanløse,['Elite'],26305632,1
241,Antico Forno a Legna,"Jydeholmen 49, København","(12.4850787, 55.684926)",4.7,195,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJkSdaf2FRUkYR7wfTN9MXVJ0,OPERATIONAL,"Jydeholmen 49, 2720 København, Denmark",38 88 99 88,,http://www.anticoforno.dk/,"('1200', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1200', '2130')",55.684926,12.4850787,2720,Vanløse,['Elite'],33821638,1
242,Den Indiske Gryde,"Jydeholmen 40, København","(12.4847347, 55.6851283)",2.8,5,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJywuAfmFRUkYRB09QK2Z9Q7w,OPERATIONAL,"Jydeholmen 40, 2720 København, Denmark",70 21 21 81,,http://www.den-indiske-gryde-2720.dk/,"('1200', '2130'); ('1400', '2130'); ('1200', '2130'); ('1200', '2130'); ('1200', '2130'); ('1200', '2130'); ('1200', '2130')",55.6851283,12.4847347,2720,Vanløse,,0,1
243,Damhus Pizzaria,"Jydeholmen 42, København","(12.4847347, 55.6851283)",3.7,9,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJoQ43fGFRUkYRvEwMTFo9Qzc,OPERATIONAL,"Jydeholmen 42, 2720 København, Denmark",,,,"('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')",55.6851283,12.4847347,2720,Vanløse,,0,1
244,Yaki Yaki Sushi,"Bratskovvej 36, København","(12.4858541, 55.692104)",4.3,213,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJDX3PvXxRUkYRMF-sFnMBjJ8,OPERATIONAL,"Bratskovvej 36, 2720 København, Denmark",50 98 55 55,,https://www.hungry.dk/vanloese/yaki-yaki-sushi/?utm_source=google&utm_medium=gmb&utm_campaign=local,"('1330', '2130'); ('1330', '2130'); ('1330', '2130'); ('1330', '2130'); ('1330', '2130'); ('1330', '2130'); ('1330', '2130')",55.692104,12.4858541,2720,Vanløse,"[1, 1, 1, 2]",38643649,1
245,Mera Lahore,"Jyllingevej 42, Vanløse","(12.485506, 55.69235999999999)",3.5,11,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJQXAfmHxRUkYRw_EwCH69OHg,OPERATIONAL,"Jyllingevej 42, 2720 København, Denmark",,,https://www.hungry.dk/vanloese/mera-lahore/?utm_source=google&utm_medium=gmb&utm_campaign=local,"('1200', '2000'); ('1200', '2000'); ('1200', '2000'); ('1200', '2000'); ('1200', '2000'); ('1200', '2000'); ('1200', '2000')",55.69235999999999,12.485506,2720,Vanløse,,0,1
246,Den Sorte Gryde,"Jernbane Allé 79, Vanløse","(12.4877691, 55.6906693)",3.3,79,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJubQ51XxRUkYRYwMXTWtf5gk,OPERATIONAL,"Jernbane Allé 79, 2720 Vanløse, Denmark",38 71 89 61,,https://vanloese.densortegryde.dk/,"('1500', '2100'); ('1500', '2100'); ('1500', '2100'); ('1500', '2100'); ('1500', '2100'); ('1500', '2100'); ('1500', '2100')",55.6906693,12.4877691,2720,Vanløse,"[1, 1, 1, 2]",32903002,1
247,Night Express Pizza,"Jyllingevej 54, København","(12.4840887, 55.6920439)",1.4,20,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ_Y8cKnNRUkYRd2Ebpm3mLoA,OPERATIONAL,"Jyllingevej 54, 2720 København, Denmark",36 70 74 23,,https://www.helalpizzeria.dk/,"('1100', '0300'); ('1100', '0300'); ('1100', '0300'); ('1100', '0300'); ('1100', '0300'); ('1100', '0500'); ('1100', '0500')",55.6920439,12.4840887,2720,Vanløse,,0,1
248,Kebab Huset,"Jyllingevej 44, Vanløse","(12.4851438, 55.6922429)",4.2,59,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJTduGmHxRUkYRXtFUw9S4Yrw,OPERATIONAL,"Jyllingevej 44, 2720 København, Denmark",35 13 23 86,1.0,,"('1200', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1200', '2100')",55.6922429,12.4851438,2720,Vanløse,,0,1
249,Italian Street Treats - Take Away,"Jyllingevej 42, Vanløse","(12.4853395, 55.6923079)",4.8,65,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ7WDJZP1RUkYR-D2GWvcxYcc,OPERATIONAL,"Jyllingevej 42, 2720 København, Denmark",26 25 14 50,,http://italianstreettreats.dk/,,55.6923079,12.4853395,2720,Vanløse,"[2, 1, 1, 1]",39120429,1
250,Garam Masala,"Jyllingevej 42, Vanløse","(12.4855679, 55.69237879999999)",4.1,16,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ6e33tmRRUkYR5Ppk6gDA6lM,OPERATIONAL,"Jyllingevej 42, 2720 København, Denmark",38 79 58 88,,https://garammasala.dk/,"('1400', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1400', '2200')",55.69237879999999,12.4855679,2720,Vanløse,,0,1
251,Livorno Pizzeria,"Jernbane Allé 90, Vanløse","(12.4872539, 55.6920161)",3.3,41,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ6brYwnxRUkYR0CI_mUH9qww,OPERATIONAL,"Jernbane Allé 90, 2720 Vanløse, Denmark",38 71 17 20,,https://www.livorno-pizza.dk/,"('1300', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1300', '2130')",55.6920161,12.4872539,2720,Vanløse,"[1, 1, 1, 1]",25558146,1
252,Tom Yum,"Jernbane Allé 79, Vanløse","(12.4878224, 55.69059519999999)",4.2,47,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJkYZpmr5RUkYRL3zm3OPGX2E,OPERATIONAL,"Jernbane Allé 79, 2720 København, Denmark",51 88 76 99,,https://tomyum.dk/,"('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100')",55.69059519999999,12.4878224,2720,Vanløse,"[1, 1, 2, 1]",39209934,1
253,Armando's,"Jyllingevej 32, København","(12.4879938, 55.6928483)",4.4,330,"['meal_delivery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ4QyK-nxRUkYRbnXEt-ZIyWg,OPERATIONAL,"Jyllingevej 32, 2720 København, Denmark",38 74 75 06,2.0,http://armandos.dk/,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",55.6928483,12.4879938,2720,Vanløse,"[1, 1, 1, 2]",35480706,1
254,Olivia Pizza Vanløse,"Slotsherrensvej 48, København","(12.4862641, 55.69703809999999)",3.4,63,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJoR4hUnlRUkYRc8lvV7tK_Gc,OPERATIONAL,"Slotsherrensvej 48, 2720 København, Denmark",38 80 00 50,,https://oliviapizza.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"('1030', '2200'); ('1030', '2200'); ('1030', '2200'); ('1030', '2200'); ('1030', '2200'); ('1030', '2200'); ('1030', '2200')",55.69703809999999,12.4862641,2720,Vanløse,"[1, 1, 1, 1]",39533634,1
255,Thai Chilli Take Away,"Frederikssundsvej 245, København","(12.4857123, 55.70742480000001)",4.2,79,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJH2YFoIRRUkYRW9R0WiIDMfw,OPERATIONAL,"Frederikssundsvej 245, 2700 København, Denmark",38 81 95 55,2.0,https://thaichilli.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"('1130', '2130'); ('1500', '2130'); ('1500', '2130'); ('1500', '2130'); ('1500', '2130'); ('1130', '2130'); ('1130', '2130')",55.70742480000001,12.4857123,2700,Brønshøj,['Elite'],36005696,1
256,Gonzales Pizzeria,"Ruten 6A, Brønshøj","(12.4870057, 55.7172229)",3.5,96,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJyfieJI5RUkYRC6iHiq8VzyM,OPERATIONAL,"Ruten 6A, 2700 København, Denmark",38 80 87 86,1.0,http://www.gonzales-pizza.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",55.7172229,12.4870057,2700,Brønshøj,,0,1
257,Kebab House,"Høje Gladsaxe 2, Søborg","(12.4861, 55.7319493)",3.8,21,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJpSd5f_FRUkYRyo6R2_yF0sY,OPERATIONAL,"Høje Gladsaxe 2, 2860 Søborg, Denmark",39 66 67 29,,https://gladsaxekebabhouse.dk/,"('1200', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1200', '2100')",55.7319493,12.4861,2860,Søborg,"[1, 1, 2, 2]",34758042,1
258,Gastronomia Italiana 13 (Søborg),"Buddinge Hovedgade 124, Søborg","(12.4845454, 55.7457945)",4.4,241,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJzy0S399RUkYRIbW-FqClKG8,OPERATIONAL,"Buddinge Hovedgade 124, 2860 Søborg, Denmark",39 69 99 89,2.0,https://www.gastronomiaitaliana.dk/soeborg/,"('1200', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1200', '2100')",55.7457945,12.4845454,2860,Søborg,,0,1
259,Kongens Pizza Lyngby,"Bagsværdvej 66, Kongens Lyngby","(12.4870134, 55.7658131)",3.9,58,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJmT1mxj5OUkYRPaycLOJbn8Q,OPERATIONAL,"Bagsværdvej 66, 2800 Kongens Lyngby, Denmark",45 87 06 58,1.0,https://www.eatonline.dk/restaurant/167/kongens-pizza-kebab,"('1150', '2135'); ('1150', '2135'); ('1150', '2135'); ('1150', '2135'); ('1150', '2135'); ('1150', '2135'); ('1150', '2135')",55.7658131,12.4870134,2800,Kongens Lyngby,"[1, 2, 2, 1]",36909501,1
260,Absolut Sushi,"Gammel Køge Landevej 310, Hvidovre","(12.4890344, 55.6321615)",4.3,25,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJjQ5y2T1UUkYROZ5N0VVuRv0,OPERATIONAL,"Gammel Køge Landevej 310, 2650 Hvidovre, Denmark",36 78 04 78,,https://absolutsushi-hvidovre.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=discount&utm_content=5,,55.6321615,12.4890344,2650,Hvidovre,['Elite'],38591983,1
261,Restaurant China-Vietnam House,"Gammel Køge Landevej 312A, Hvidovre","(12.4887979, 55.63195100000001)",4.3,83,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJxZuv23RUUkYRUz57CYwD6is,OPERATIONAL,"Gammel Køge Landevej 312A, 2650 Hvidovre, Denmark",36 49 72 88,,http://chinavietnamhouse.dk/,,55.63195100000001,12.4887979,2650,Hvidovre,,0,1
262,Il Capo Del Forno,"Gammel Køge Landevej 310 st. t.v, Hvidovre","(12.4889888, 55.6321148)",4.6,335,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJD9UK2T1UUkYR6lxeVOA8BJs,OPERATIONAL,"Gammel Køge Landevej 310 st. t.v, 2650 Hvidovre, Denmark",48 42 08 90,2.0,http://www.ilcapodelforno.dk/,"('1400', '2130'); ('1400', '2130'); ('1400', '2130'); ('1400', '2130'); ('1400', '2130'); ('1400', '2130'); ('1400', '2130')",55.6321148,12.4889888,2650,Hvidovre,"[1, 4, 2, 1]",37663069,1
263,Roma Pizzeria,"Gammel Køge Landevej 292, Hvidovre","(12.4913434, 55.633996)",4.2,53,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJsc1H-BVUUkYRFaxQFdJuPZI,OPERATIONAL,"Gammel Køge Landevej 292, 2650 Hvidovre, Denmark",36 77 62 62,,https://roma-pizzaria-establishment-poi.business.site/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",55.633996,12.4913434,2650,Hvidovre,['Elite'],34155631,1
264,H.K Juice & Sandwich,"Gammel Køge Landevej 286, Hvidovre","(12.4920944, 55.6346364)",4.4,21,"['restaurant', 'meal_delivery', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",ChIJz1xTHNVVUkYR5T2vNZyZzAY,OPERATIONAL,"Gammel Køge Landevej 286, 2650 Hvidovre, Denmark",,,http://hksandwichogjuicebar.dk/,"('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000')",55.6346364,12.4920944,2650,Hvidovre,,0,1
265,Botan's Pizza & Burger House,"Gammel Køge Landevej 286, Hvidovre","(12.4921859, 55.6347185)",3.7,58,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ78j27hVUUkYROvXCQ7oCiP0,OPERATIONAL,"Gammel Køge Landevej 286, 2650 Hvidovre, Denmark",36 78 76 46,,https://www.botanspizza.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",55.6347185,12.4921859,2650,Hvidovre,"[1, 2]",27362192,1
266,Il Santo Pizzaria,"Vigerslevvej 268, Valby","(12.4900489, 55.6504057)",3.9,55,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJP1FVVg9UUkYRZ10iCY8ODY0,OPERATIONAL,"Vigerslevvej 268, 2500 København, Denmark",36 16 94 30,2.0,https://www.eatonline.dk/restaurant/570/il-santo-pizzeria,"('1400', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1400', '2200')",55.6504057,12.4900489,2500,Valby,['Elite'],37460311,1
267,Naan Point,"Vigerslevvej 273, København","(12.4910157, 55.6501055)",4.7,96,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ8xR2EqlVUkYRPp3Qjc8ouws,OPERATIONAL,"Vigerslevvej 273, 2500 København, Denmark",91 74 74 34,,https://naanpoint.dk/,,55.6501055,12.4910157,2500,Valby,"[1, 1]",25065514,1
268,Mexican Restaurant,"Catering køkken, Valby","(12.4897848, 55.6524173)",2.9,111,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ8SleLnBTUkYRNYhAnftB67s,OPERATIONAL,"Catering køkken, 2500 Valby, Denmark",33 12 12 37,,http://indianacafe.dk/,,55.6524173,12.4897848,2500,Valby,,0,1
269,We Do Pizza,"Folehaven 131, København","(12.4918604, 55.6523531)",3.7,82,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJSYwRlwhUUkYRcMyqn7zsd4c,OPERATIONAL,"Folehaven 131, 2500 København, Denmark",36 30 40 70,,http://www.we-do-pizza.dk/,"('1600', '0145'); ('1600', '0145'); ('1600', '0145'); ('1600', '0145'); ('1600', '0145'); ('1600', '0145'); ('1600', '0145')",55.6523531,12.4918604,2500,Valby,['Elite'],39286998,1
270,Det Muntre Køkken,"Valby Langgade 201, København","(12.4906933, 55.6699681)",4.1,13,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJ7cYCg-RTUkYRn_gYBrbZr2M,OPERATIONAL,"Valby Langgade 201, 2500 København, Denmark",36 16 99 70,,http://www.detmuntrekokken.dk/,,55.6699681,12.4906933,2500,Valby,['Elite'],39877082,1
271,Cavallino,"Valby Langgade 199, København","(12.4909791, 55.6699017)",4.2,82,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ7zISg-RTUkYRjmC_G8D6Bsw,OPERATIONAL,"Valby Langgade 199, 2500 København, Denmark",36 16 00 55,2.0,http://www.cavallinopizzeria.dk/,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1200', '2200')",55.6699017,12.4909791,2500,Valby,"[1, 1, 2, 1]",26027489,1
272,MYNTE THAI CUISINE,"Valby Langgade 216, København","(12.4891851, 55.6705815)",4.8,17,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJISGgpP5TUkYRiC1x_JQCn3o,OPERATIONAL,"Valby Langgade 216, 2500 København, Denmark",28 54 55 55,,https://myntethaicuisine.dk/,,55.6705815,12.4891851,2500,Valby,[1],41900105,1
273,Burgers & Bagels,"Valby Langgade 195A, Valby","(12.4915137, 55.66968259999999)",4.2,40,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJvUYgHQ1TUkYR1cyluOV6I3g,OPERATIONAL,"Valby Langgade 195A, 2500 København, Denmark",71 17 60 62,,https://burgerogbagel.dk/,"('1300', '2130'); ('1300', '2130'); ('1300', '2130'); ('1300', '2130'); ('1300', '2130'); ('1300', '2130'); ('1300', '2130')",55.66968259999999,12.4915137,2500,Valby,,0,1
274,Ai Sushi,"Roskildevej 148, København","(12.4892823, 55.6727255)",4.8,59,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",ChIJk1krM-JTUkYRO18fl9k509w,OPERATIONAL,"Roskildevej 148, 2500 København, Denmark",38 89 28 88,,http://www.aisushi.dk/,,55.6727255,12.4892823,2500,Valby,,0,1
275,Laguna Pizza,"Ålholmvej 13, København","(12.4885598, 55.6715572)",4.5,24,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJY8ShBwtTUkYR9I2VDG7Hr94,OPERATIONAL,"Ålholmvej 13, 2500 København, Denmark",36 30 40 10,,https://lagunapizzeria-valby-takeaway.business.site/?utm_source=gmb&utm_medium=referral,,55.6715572,12.4885598,2500,Valby,"[1, 1]",41192844,1
276,Chai Shai,"Ålholmvej 17, København","(12.4883781, 55.6720073)",4.4,155,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJF651t-NTUkYROwOC1VraDLI,OPERATIONAL,"Ålholmvej 17, 2500 København, Denmark",50 21 85 86,2.0,https://chaishai.dk/,"('1630', '2200'); ('1630', '2200'); ('1630', '2200'); ('1630', '2200'); ('1630', '2200'); ('1630', '2200'); ('1630', '2200')",55.6720073,12.4883781,2500,Valby,['Elite'],37649627,1
277,Kebabsnedker,"Ålholmvej 19, København","(12.4883689, 55.6721896)",3.5,15,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJRYUyyONTUkYRUXmbkqRal1k,OPERATIONAL,"Ålholmvej 19, 2500 København, Denmark",42 33 82 42,,,"('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')",55.6721896,12.4883689,2500,Valby,"[1, 1, 1, 2]",41068256,1
278,Ålholm Pizza & Grill,"Roskildevej 148B, København","(12.489186, 55.67274699999999)",4.1,135,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ-xPtxONTUkYRk4KbRq1dGZ8,OPERATIONAL,"Roskildevej 148B, 2500 København, Denmark",38 79 35 35,1.0,http://aalholmpizza.dk/,"('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')",55.67274699999999,12.489186,2500,Valby,,0,1
279,2500 Steak & Grill,"Roskildevej 148A, København","(12.4893193, 55.6727764)",5.0,5,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJIUA6_MNTUkYRDLAjXFxPTcA,OPERATIONAL,"Roskildevej 148A, 2500 København, Denmark",71 62 62 00,,http://2500steakoggrill.dk/,,55.6727764,12.4893193,2500,Valby,[1],32573819,1
280,Shawarma House OK+,"Linde Allé 10, Vanløse","(12.4918975, 55.6827014)",3.6,83,"['gas_station', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ3YGSG99TUkYRQrI4L8s-s6s,OPERATIONAL,"Linde Allé 10, 2720 København, Denmark",38 71 13 15,,https://www.hungry.dk/vanloese/shawarma-house-ok-vanloese/?utm_source=google&utm_medium=gmb&utm_campaign=local,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",55.6827014,12.4918975,2720,Vanløse,,0,1
281,Antoni Pizza & Steak House,"Flakholmen 2, København","(12.4900103, 55.68272289999999)",3.9,56,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJSc7Gbd9TUkYRMuw2eOuLYNM,OPERATIONAL,"Flakholmen 2, 2720 København, Denmark",38 74 17 17,2.0,https://www.hungry.dk/vanloese/antoni-pizza-steak-house/?utm_source=google&utm_medium=gmb&utm_campaign=local,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1200', '2200')",55.68272289999999,12.4900103,2720,Vanløse,,0,1
282,Jydepotten Bodega,"Jydeholmen 2, København","(12.490875, 55.686345)",4.1,76,"['bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJQfmXmdhTUkYRqFzOu6Uv6mw,OPERATIONAL,"Jydeholmen 2, 2720 København, Denmark",,1.0,http://www.jydepotten2720.dk/,"('1400', '2000'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2300'); ('1100', '2300'); ('1100', '2200')",55.686345,12.490875,2720,Vanløse,"[1, 1]",38060791,1
283,Lagkagehuset,"Jernbane Allé 52, Vanløse","(12.48967, 55.688357)",4.0,99,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJLz8tkGJRUkYRlVa2HimSM4A,OPERATIONAL,"Jernbane Allé 52, 2720 Vanløse, Denmark",72 14 47 83,3.0,https://lagkagehuset.dk/,"('0700', '1700'); ('0700', '1800'); ('0700', '1800'); ('0700', '1800'); ('0700', '1800'); ('0700', '1800'); ('0700', '1700')",55.688357,12.48967,2720,Vanløse,,0,1
284,JOE & THE JUICE,"Vanløse Torv 1, København","(12.4913295, 55.6877016)",3.8,27,"['meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJuRqQQthTUkYRWtEBD0IlcS4,OPERATIONAL,"Apollovej 33, 2750 Vanløse, Denmark",,2.0,http://www.joejuice.com/,"('1000', '1800'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1800')",55.6877016,12.4913295,2720,Vanløse,,0,1
285,Wedo,"Jernbane Allé 39, Vanløse","(12.4907292, 55.6866722)",4.3,103,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJESl5NrxRUkYR13uffVXY4cM,OPERATIONAL,"Jernbane Allé 39, 2720 København, Denmark",32 18 70 64,,http://wedogreens.com/,"('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100')",55.6866722,12.4907292,2720,Vanløse,['Elite'],30506448,1
286,Jydeholmens Pizza,"Jydeholmen 3, København","(12.4907979, 55.68608510000001)",3.9,57,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJAdV1mNhTUkYRXKiASmELYPk,OPERATIONAL,"Jydeholmen 3, 2720 København, Denmark",38 71 54 29,,https://www.jydeholmens-pizza.dk/,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1200', '2200')",55.68608510000001,12.4907979,2720,Vanløse,"[1, 1, 1, 2]",29968306,1
287,JAGGER VANLØSE,"Jernbane Allé 45c, København","(12.4896867, 55.6877913)",3.9,32,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJpbtiv1BRUkYRBwaoGjSFryg,OPERATIONAL,"Jernbane Allé 45c, 2720 København, Denmark",70 27 22 29,2.0,http://www.jagger.dk/,"('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",55.6877913,12.4896867,2720,Vanløse,[1],37319627,1
288,Superbello,"Jernbane Allé 45h, København","(12.4893976, 55.6879685)",4.6,55,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJuQ00X-5RUkYR_D5oGEpcOuY,OPERATIONAL,"Jernbane Allé 45h, 2720 København, Denmark",51 34 27 20,,,,55.6879685,12.4893976,2720,Vanløse,[1],35232966,1
289,Café Oasen,"Frode Jakobsens Pl 4, København","(12.491141, 55.68686779999999)",4.3,59,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ5R0YhNhTUkYRfUfAVx5cQZA,OPERATIONAL,"Frode Jakobsens Pl 4, 2720 København, Denmark",51 36 27 20,,http://oasen2720.dk/,,55.68686779999999,12.491141,2720,Vanløse,,0,1
290,Food zone,"Frode Jakobsens Pl 4, København","(12.4910586, 55.6870734)",4.0,4,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ1Yv5OX5TUkYRgr6F0_uXytY,OPERATIONAL,"Frode Jakobsens Pl 4, 2720 København, Denmark",93 98 25 59,,,"('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2345'); ('1000', '2200')",55.6870734,12.4910586,2720,Vanløse,,0,1
