,Unnamed: 0,Unnamed: 0.1,name,address,location,rating,total_ratings,types,ref,business_status,formatted_address,formatted_phone_number,price_level,website,opening_hours,smileys,cvr_number,checked_findsmiley,city_name
1022,1022,ChIJ-eMUo5lTUkYR1p6XQ2rqndY,Pronto Pizzaria III,"Vesterbrogade 167, Frederiksberg","(55.6703651, 12.5361537)",4.3,63.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ-eMUo5lTUkYR1p6XQ2rqndY,OPERATIONAL,"Vesterbrogade 167, 1800 Frederiksberg, Denmark",53 53 29 99,,https://pronto3.dk/,"('1600', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1200', '2100')",,,1,Frederiksberg
1023,1023,ChIJ3a3LZ71TUkYRUXm1y2qBBy4,Alléenberg,"Allegade 4, Frederiksberg","(55.6752391, 12.5328695)",4.0,208.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ3a3LZ71TUkYRUXm1y2qBBy4,OPERATIONAL,"Allegade 4, 2000 Frederiksberg, Denmark",33 25 44 42,2.0,https://alleenberg.dk/,,,,1,Frederiksberg
1024,1024,ChIJ383qYb1TUkYRW5TyXLW4zkA,Runddelen Hotdog,"Frederiksberg Allé 104, Frederiksberg","(55.6749354, 12.5327203)",3.6,7.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ383qYb1TUkYRW5TyXLW4zkA,OPERATIONAL,"Frederiksberg Allé 104, 1820 Frederiksberg, Denmark",,,,"('1000', '1730'); ('1000', '1730'); ('1000', '1730'); ('1000', '1730'); ('1000', '1730'); ('1000', '1730'); ('1000', '1730')",,,1,Frederiksberg
1025,1025,ChIJ9V4r82hTUkYRy43c_k0ZZvw,Frankies Pizza,"Allegade 2, Frederiksberg","(55.67510709999999, 12.5328369)",3.7,217.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ9V4r82hTUkYRy43c_k0ZZvw,OPERATIONAL,"Allegade 2, 2000 Frederiksberg, Denmark",38 42 34 03,2.0,http://frankiespizza.dk/,"('1200', '2300'); ('1630', '2300'); ('1630', '2300'); ('1630', '2300'); ('1630', '2300'); ('1200', '2300'); ('1200', '2300')",,,1,Frederiksberg
1026,1026,ChIJgejCar1TUkYRN_WPL8Dgf7c,Restaurant Allegade 10,"Allegade 10, Frederiksberg","(55.6759557, 12.5329471)",4.2,851.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJgejCar1TUkYRN_WPL8Dgf7c,OPERATIONAL,"Allegade 10, 2000 Frederiksberg, Denmark",33 31 17 51,2.0,http://www.allegade10.dk/,"('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200')",,,1,Frederiksberg
1027,1027,ChIJdyzXAL1TUkYRVN81JV68V-8,Yogacentralen,"Allegade 25A, Frederiksberg","(55.67728, 12.5322329)",4.4,8.0,"['restaurant', 'food', 'gym', 'health', 'point_of_interest', 'establishment']",ChIJdyzXAL1TUkYRVN81JV68V-8,OPERATIONAL,"Allegade 25A, 2000 Frederiksberg, Denmark",31 52 77 25,,http://www.yogacentralen.dk/,"('0830', '1700'); ('0700', '2100'); ('0700', '2100'); ('0700', '2100'); ('0700', '2100'); ('0700', '2100'); ('0830', '1700')",,,1,Frederiksberg
1028,1028,ChIJ8eC_aL9TUkYReWR9czbIKcQ,Frederiksberg Bryghus,"Smallegade 1, Frederiksberg","(55.6783138, 12.5322842)",3.9,28.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ8eC_aL9TUkYReWR9czbIKcQ,OPERATIONAL,"Smallegade 1, 2000 Frederiksberg, Denmark",33 11 03 13,,http://www.frbraadhuskaelder.dk/,"('1200', '2100'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '0000'); ('1200', '0100'); ('1200', '0100')",,,1,Frederiksberg
1029,1029,ChIJX6yP9bxTUkYRS0_R1FnFdBs,The Old Irish Pub,"Smallegade 2b, Frederiksberg","(55.6786517, 12.5325281)",3.7,1158.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJX6yP9bxTUkYRS0_R1FnFdBs,OPERATIONAL,"Smallegade 2b, 2000 Frederiksberg, Denmark",26 28 27 82,2.0,http://oldirishpub.dk/,,"[1, 2, 1, 2]",35028692,1,Frederiksberg
1030,1030,ChIJeYEq6bxTUkYR6joExJJLkqA,Wedo,"Gammel Kongevej 176, Frederiksberg","(55.678334, 12.533935)",4.3,209.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJeYEq6bxTUkYR6joExJJLkqA,OPERATIONAL,"Gl. Kongevej 176, 1850 Frederiksberg C, Denmark",34 12 12 32,,http://wedogreens.com/,"('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100')",,,1,Frederiksberg
1031,1031,ChIJ54g7w7xTUkYRLO8U1uGB4yI,Deligreco,"Gammel Kongevej 170, Frederiksberg","(55.67810919999999, 12.5347916)",3.9,147.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ54g7w7xTUkYRLO8U1uGB4yI,OPERATIONAL,"Gl. Kongevej 170, 1850 Frederiksberg, Denmark",38 34 00 08,,https://www.deligreco.dk/,,['Elite'],34717036,1,Frederiksberg
1032,1032,ChIJP_SB3LxTUkYRis3Z7d378Pg,OLIOLI Frederiksberg - Restaurant & Take away,"Gammel Kongevej 169, st, Frederiksberg C","(55.677858, 12.5348077)",4.2,244.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJP_SB3LxTUkYRis3Z7d378Pg,OPERATIONAL,"Gl. Kongevej 169, st, 1850 Frederiksberg C, Denmark",33 21 01 21,,https://oliolipoke.dk/,"('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100')",,,1,Frederiksberg C
1033,1033,ChIJe7ErjbxTUkYRz4IDBsJ7iGw,The Bagel Store,"Falkoner Alle 6, Frederiksberg","(55.67886929999999, 12.5336266)",3.8,45.0,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJe7ErjbxTUkYRz4IDBsJ7iGw,OPERATIONAL,"Falkoner Alle 6, 2000 Frederiksberg, Denmark",32 16 60 50,,http://thebagelstore.dk/,"('1100', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1100', '2000')",,,1,Frederiksberg
1034,1034,ChIJG0n757xTUkYR0zgwyctUCqk,Le Mont Blanc,"Gammel Kongevej 173, Frederiksberg C","(55.678013, 12.5343136)",3.8,44.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJG0n757xTUkYR0zgwyctUCqk,OPERATIONAL,"Gl. Kongevej 173, 1850 Frederiksberg, Denmark",33 22 93 91,,,"('1200', '2045'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130'); ('1100', '2130')","[1, 1, 1, 2]",26794463,1,Frederiksberg C
1035,1035,ChIJZcdX4rxTUkYRc-fNJik1dtE,Ewalds cafe & Brasserie,"Allegade 24A, Frederiksberg","(55.6775916, 12.5334075)",4.3,200.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJZcdX4rxTUkYRc-fNJik1dtE,OPERATIONAL,"Allegade 24A, 2000 Frederiksberg, Denmark",51 32 01 51,2.0,http://ewalds-frb.dk/,"('1100', '1700'); ('1130', '2200'); ('1130', '2200'); ('1130', '2200'); ('1130', '2200'); ('1130', '2300'); ('1100', '2300')",,,1,Frederiksberg
1036,1036,ChIJJyzM2adTUkYRaVwac_cehYU,Restaurant Frederiksberg,"Smallegade 1, Frederiksberg","(55.6783513, 12.5322831)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJJyzM2adTUkYRaVwac_cehYU,OPERATIONAL,"Smallegade 1, 2000 Frederiksberg, Denmark",,,https://frbraadhuskaelder.dk/,"('1200', '2100'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300')",,,1,Frederiksberg
1037,1037,ChIJYbJwgrxTUkYRrb07ziH0ypI,McDonald’s,"Falkoner Alle 20, Frederiksberg","(55.68013979999999, 12.5340575)",3.6,1699.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJYbJwgrxTUkYRrb07ziH0ypI,OPERATIONAL,"Falkoner Alle 20, 2000 Frederiksberg, Denmark",31 60 57 27,2.0,https://www.mcdonalds.com/dk/da-dk.html/?utm_source=google_location&utm_medium=organic&utm_campaign=37,,,,1,Frederiksberg
1038,1038,ChIJ-yfajLtTUkYRj6ixoaBXx4o,Madklubben Frederiksberg,"Solbjergvej 6, Frederiksberg","(55.6810973, 12.5320848)",4.1,644.0,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",ChIJ-yfajLtTUkYRj6ixoaBXx4o,OPERATIONAL,"Solbjergvej 6, 2000 Frederiksberg, Denmark",38 41 41 70,2.0,https://madklubben.dk/restauranter/madklubben-frederiksberg/,"('1130', '0000'); ('1130', '0000'); ('1130', '0000'); ('1130', '0000'); ('1130', '0000'); ('1130', '0000'); ('1130', '0000')",['Elite'],38554697,1,Frederiksberg
1039,1039,ChIJ4bcnnbtTUkYRJYeHo4ypaM0,Wagamama,"Solbjergvej 3, Frederiksberg","(55.6809962, 12.5333111)",4.0,626.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ4bcnnbtTUkYRJYeHo4ypaM0,OPERATIONAL,"Solbjergvej 3, 2000 Frederiksberg, Denmark",22 72 58 88,2.0,http://www.wagamama.dk/restauranter/frederiksberg,"('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2200'); ('1130', '2200')",['Elite'],10404916,1,Frederiksberg
1040,1040,ChIJa_2ucLtTUkYRX2W3H2PZAFI,Den Grønne Shawarma,"Falkoner Alle 26A, Frederiksberg","(55.6809198, 12.5342779)",3.3,50.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJa_2ucLtTUkYRX2W3H2PZAFI,OPERATIONAL,"Falkoner Alle 26A, 2000 Frederiksberg, Denmark",33 79 07 90,,https://www.dagensmenu.dk/takeaway/den-gr%C3%B8nne-shawarma-frederiksberg?ad-id=3719,"('1100', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '0000'); ('1000', '0000'); ('1000', '0000')",,,1,Frederiksberg
1041,1041,ChIJ210bdbtTUkYRh7qbuI3SuG0,42raw,"Frederiksberg Centret - Plan 3, Falkoner Alle 21, Frederiksberg","(55.6815102, 12.533987)",3.4,151.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJ210bdbtTUkYRh7qbuI3SuG0,OPERATIONAL,"Frederiksberg Centret - Plan 3, Falkoner Alle 21, 2000 Frederiksberg, Denmark",32 11 32 12,3.0,http://42raw.dk/,"('1000', '1730'); ('1000', '1930'); ('1000', '1930'); ('1000', '1930'); ('1000', '1930'); ('1000', '1930'); ('1000', '1730')",,,1,Frederiksberg
1042,1042,ChIJGYK2DLtTUkYRag_IayQt1qA,Banthai,"Falkoner Alle 30, Frederiksberg","(55.6815255, 12.5344939)",4.0,141.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJGYK2DLtTUkYRag_IayQt1qA,OPERATIONAL,"Falkoner Alle 30, 2000 Frederiksberg, Denmark",35 35 37 88,2.0,https://www.hungry.dk/frederiksberg/banthai/?utm_source=google&utm_medium=gmb&utm_campaign=local,"('1600', '2000'); ('1600', '2000'); ('1600', '2000'); ('1600', '2000'); ('1600', '2000'); ('1600', '2000'); ('1600', '2000')",,,1,Frederiksberg
1043,1043,ChIJ-4c3fLtTUkYRDgQuBiOKz-A,Oasen Kebab Pizza,"Falkoner Alle 22, Frederiksberg","(55.6803657, 12.5340355)",3.1,65.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ-4c3fLtTUkYRDgQuBiOKz-A,OPERATIONAL,"Falkoner Alle 22, 2000 Frederiksberg, Denmark",33 24 46 38,1.0,https://m.facebook.com/pages/Oasen-Kebab-Pizza/117030638365300,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1000', '0500'); ('1000', '0500')",['Elite'],27131263,1,Frederiksberg
1044,1044,ChIJF-iKDLtTUkYR5qnqaFLR9ag,Dagmars Pizza,"Falkoner Alle 32, Frederiksberg","(55.6816845, 12.5347611)",3.6,49.0,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",ChIJF-iKDLtTUkYR5qnqaFLR9ag,OPERATIONAL,"Falkoner Alle 32, 2000 Frederiksberg, Denmark",38 19 42 01,1.0,https://dagmarspizza-frederiksberg.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=discount&utm_content=20,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')","[1, 1, 1, 2]",31199425,1,Frederiksberg
1045,1045,ChIJyfs5DLtTUkYRoshaSO2Atvs,Grød,"Falkoner Alle 34, Frederiksberg","(55.681822, 12.534825)",4.2,210.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJyfs5DLtTUkYRoshaSO2Atvs,OPERATIONAL,"Falkoner Alle 34, 2000 Frederiksberg, Denmark",34 12 72 27,2.0,http://groed.com/,"('0900', '2100'); ('0730', '2100'); ('0730', '2100'); ('0730', '2100'); ('0730', '2100'); ('0730', '2100'); ('0900', '2100')","[1, 1, 1, 2]",33862709,1,Frederiksberg
1046,1046,ChIJtXKSDbtTUkYRP8DUIA5r0Nw,Restaurant India,"Hostrupsvej 2, Frederiksberg C","(55.6818061, 12.5349877)",4.1,208.0,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJtXKSDbtTUkYRP8DUIA5r0Nw,CLOSED_TEMPORARILY,"Hostrupsvej 2, 1950 Frederiksberg, Denmark",35 35 30 34,,https://www.hungry.dk/frederiksberg-c/restaurant-india-frederiksberg-closed/?utm_source=google&utm_medium=gmb&utm_campaign=local,,,,1,Frederiksberg C
1047,1047,ChIJb62yC7tTUkYRww64SJenWAM,Café Moccador,"Falkoner Alle 23, Frederiksberg","(55.6817399, 12.5343835)",3.9,483.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJb62yC7tTUkYRww64SJenWAM,OPERATIONAL,"Falkoner Alle 23, 2000 Frederiksberg, Denmark",38 19 42 38,2.0,http://www.cafemoccador.com/,"('1000', '2200'); ('1000', '2300'); ('1000', '2300'); ('1000', '2300'); ('1000', '2300'); ('1000', '2300'); ('1000', '2300')",,,1,Frederiksberg
1048,1048,ChIJCZ7yjbtTUkYRdF8bFO32ZJY,Restaurationsselskabet Solbjergvej6 ApS,"Solbjergvej 6, Frederiksberg","(55.6810751, 12.5320507)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJCZ7yjbtTUkYRdF8bFO32ZJY,CLOSED_TEMPORARILY,"Solbjergvej 6, 2000 Frederiksberg, Denmark",,,,,,,1,Frederiksberg
1049,1049,ChIJK5SXYL1TUkYRBRNqHR80Cxs,Molles Pølsevogn,"Falkoner Alle 21, Frederiksberg","(55.6815216, 12.5337458)",4.5,26.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJK5SXYL1TUkYRBRNqHR80Cxs,OPERATIONAL,"Falkoner Alle 21, 2000 Frederiksberg, Denmark",20 27 98 92,,,"('1100', '1730'); ('1100', '1800'); ('1100', '1730'); ('1100', '1730'); ('1100', '1730'); ('1100', '1800'); ('1100', '1730')",['Elite'],27122965,1,Frederiksberg
1050,1050,ChIJ210bdbtTUkYRqwraJyQNtlQ,Raw Food & Juice ApS,"Falkoner Alle 21, Frederiksberg","(55.6814779, 12.5341686)",3.0,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ210bdbtTUkYRqwraJyQNtlQ,OPERATIONAL,"Falkoner Alle 21, 2000 Frederiksberg, Denmark",32 12 32 10,,http://www.42raw.dk/,"('1000', '1730'); ('1000', '1930'); ('1000', '1930'); ('1000', '1930'); ('1000', '1930'); ('1000', '1930'); ('1000', '1730')",,,1,Frederiksberg
1051,1051,ChIJNzvZn7tTUkYRmIRJFbEiEPo,Café Royal v/Osman Onder,"Falkoner Alle 21, Frederiksberg","(55.6814779, 12.5341686)",,,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJNzvZn7tTUkYRmIRJFbEiEPo,OPERATIONAL,"Falkoner Alle 21, 2000 Frederiksberg, Denmark",38 11 66 82,,,"('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000')",,,1,Frederiksberg
1052,1052,ChIJffADdbtTUkYRKS9w3G0DUYM,PALÆO Frederiksberg Centret - Restaurant & Take Away,"Centret, 3 etage,, Falkoner Alle 21, Frederiksberg","(55.6814543, 12.5341628)",3.3,166.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJffADdbtTUkYRKS9w3G0DUYM,OPERATIONAL,"Centret, 3 etage,, Falkoner Alle 21, 2000 Frederiksberg, Denmark",73 70 97 05,2.0,http://www.palaeo.dk/,"('1000', '1700'); ('1000', '1930'); ('1000', '1930'); ('1000', '1930'); ('1000', '1930'); ('1000', '1930'); ('1000', '1700')",,,1,Frederiksberg
1053,1053,ChIJLzjLIrpTUkYR5uoHT_IutU0,Cafe Delfinen,"Helgesvej 29, Frederiksberg","(55.6845685, 12.5322758)",4.2,5.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJLzjLIrpTUkYR5uoHT_IutU0,OPERATIONAL,"Helgesvej 29, 2000 Frederiksberg, Denmark",38 34 34 89,,http://www.facebook.com/CafeDelfinen,"('1000', '1600'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '2000'); ('1000', '1600')",['Elite'],19708675,1,Frederiksberg
1054,1054,ChIJt5LGrbBTUkYRtYUJ1Ndir1Q,LATINI PIZZA & GRILLBAR,"Godthåbsvej 37, Frederiksberg","(55.6865604, 12.532605)",4.3,99.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJt5LGrbBTUkYRtYUJ1Ndir1Q,OPERATIONAL,"Godthåbsvej 37, 2000 Frederiksberg, Denmark",38 87 12 45,1.0,https://www.dagensmenu.dk/takeaway/latini-pizza-frederiksberg?ad-id=3744,"('1400', '0000'); ('1400', '0000'); ('1400', '0000'); ('1400', '0000'); ('1400', '0000'); ('1400', '0000'); ('1400', '0000')",,,1,Frederiksberg
1055,1055,ChIJm6BOywFTUkYRKo7Gp1KXa2o,GRK STORE,"Falkoner Alle 33, Frederiksberg","(55.68289279999999, 12.5355692)",,,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJm6BOywFTUkYRKo7Gp1KXa2o,OPERATIONAL,"Falkoner Alle 33, 2000 Frederiksberg, Denmark",31 33 69 37,,http://www.grkstore.dk/,,,,1,Frederiksberg
1056,1056,ChIJu4rajYJTUkYRJnj7VI2UH74,Sushi innovative,"Godthåbsvej 35, st. Th, 2000, Frederiksberg","(55.68652179999999, 12.5327533)",4.6,9.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJu4rajYJTUkYRJnj7VI2UH74,CLOSED_TEMPORARILY,"Godthåbsvej 35, st. Th, 2000, 2000 Frederiksberg, Denmark",27 85 45 38,,http://www.sushiinnovative.dk/,,"[4, 2, 2]",41373938,1,Frederiksberg
1057,1057,ChIJ8aHoow9TUkYRFPZZ7cse8uk,Mad Disken Frederiksberg,"Godthåbsvej 35, st. Th, Frederiksberg","(55.68652179999999, 12.5327533)",4.9,7.0,"['cafe', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ8aHoow9TUkYRFPZZ7cse8uk,CLOSED_TEMPORARILY,"Godthåbsvej 35, st. Th, 2000 Frederiksberg, Denmark",51 51 13 73,,,,,,1,Frederiksberg
1058,1058,ChIJTynrorBTUkYRl6XJTxf6nk4,Cafe Den Blå Hund,"Godthåbsvej 28, Frederiksberg","(55.6865029, 12.5338908)",3.7,780.0,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",ChIJTynrorBTUkYRl6XJTxf6nk4,OPERATIONAL,"Godthåbsvej 28, 2000 Frederiksberg, Denmark",77 77 20 00,2.0,http://www.denblaahund.dk/,"('0900', '2300'); ('0930', '2300'); ('0930', '2300'); ('0930', '0000'); ('0930', '0000'); ('0930', '0100'); ('0900', '0100')",,,1,Frederiksberg
1059,1059,ChIJ5QqumbBTUkYRw67D_B-Pd8U,Nordic Noodle,"Godthåbsvej 26, Frederiksberg","(55.686369, 12.5344722)",4.3,204.0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ5QqumbBTUkYRw67D_B-Pd8U,OPERATIONAL,"Godthåbsvej 26, 2000 Frederiksberg, Denmark",32 12 40 00,2.0,https://nordicnoodle.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",['Elite'],38602969,1,Frederiksberg
1060,1060,ChIJ8SJjTLdTUkYRXTaCjh6WTc8,Ristorante Da Claudio,"Godthåbsvej 42, Frederiksberg","(55.6870324, 12.5320046)",4.5,497.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ8SJjTLdTUkYRXTaCjh6WTc8,OPERATIONAL,"Godthåbsvej 42, 2000 Frederiksberg, Denmark",38 87 26 16,2.0,http://www.da-claudio.dk/,"('1700', '2200'); ('1700', '2300'); ('1700', '2300'); ('1700', '2300'); ('1700', '2300'); ('1700', '2300'); ('1700', '2300')",,,1,Frederiksberg
1061,1061,ChIJ0fgKfrBTUkYR1FlazEPFH8g,Mors Køkken,"Godthåbsvej 16, Frederiksberg","(55.6860008, 12.5360793)",4.3,72.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ0fgKfrBTUkYR1FlazEPFH8g,OPERATIONAL,"Godthåbsvej 16, 2000 Frederiksberg, Denmark",38 88 00 10,,http://morskoekken.dk/,"('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130')",['Elite'],34896623,1,Frederiksberg
1062,1062,ChIJ4QN0UrdTUkYR4RxpHCqfGqg,Mad & Kaffe Frederiksberg - Brunch og Cafe,"Godthåbsvej 45, st. th, Frederiksberg","(55.6867574, 12.5318933)",4.4,470.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ4QN0UrdTUkYR4RxpHCqfGqg,OPERATIONAL,"Godthåbsvej 45, st. th, 2000 Frederiksberg, Denmark",31 35 08 80,2.0,http://www.madogkaffe.dk/,"('0830', '2000'); ('0830', '2100'); ('0830', '2100'); ('0830', '2100'); ('0830', '2100'); ('0830', '2100'); ('0830', '2100')",,,1,Frederiksberg
1063,1063,ChIJuftMIO9TUkYRyxw6Bdh2bEk,Ravelinen,"Nitivej 14, Frederiksberg","(55.69139149999999, 12.5346241)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJuftMIO9TUkYRyxw6Bdh2bEk,OPERATIONAL,"Nitivej 14, 2000 Frederiksberg, Denmark",,,,,,,1,Frederiksberg
1064,1064,ChIJc8ydZgpTUkYRuc2ejfo5E8g,The Pheasant - Eventvenue & selskabslokale,"Nordre Fasanvej 150, 152, Frederiksberg","(55.6929227, 12.5324733)",,,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJc8ydZgpTUkYRuc2ejfo5E8g,OPERATIONAL,"Nordre Fasanvej 150, 152, 2000 Frederiksberg, Denmark",71 99 19 16,,https://the-pheasant-eventvenue-selskabslokale.business.site/?utm_source=gmb&utm_medium=referral,,,,1,Frederiksberg
1065,1065,ChIJlU_6aLRTUkYRhaIY4xrHiBM,Cafe Delight,"Borups Allé 112, Frederiksberg","(55.6935246, 12.5337137)",4.5,68.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJlU_6aLRTUkYRhaIY4xrHiBM,CLOSED_TEMPORARILY,"Borups Allé 112, 2000 Frederiksberg, Denmark",,2.0,,,,,1,Frederiksberg
1066,1066,ChIJjca0FbFTUkYRs-EvvCu1dis,Zorbas,"Munkensvej 2, st, Frederiksberg","(55.69347029999999, 12.5343236)",5.0,11.0,"['meal_delivery', 'liquor_store', 'restaurant', 'food', 'school', 'point_of_interest', 'store', 'establishment']",ChIJjca0FbFTUkYRs-EvvCu1dis,OPERATIONAL,"Munkensvej 2, st, 2000 Frederiksberg, Denmark",30 35 87 73,,http://www.zorbas.dk/,"('1000', '0000'); ('1000', '0000'); ('1000', '0000'); ('1000', '0000'); ('1000', '0000'); ('1000', '0000'); ('1000', '0000')",,,1,Frederiksberg
1067,1067,ChIJA12fWrRTUkYRzhK4dmRyin8,Tutto Bello Italiano,"Borups Allé 124, Frederiksberg","(55.6938973, 12.5325558)",3.9,125.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJA12fWrRTUkYRzhK4dmRyin8,OPERATIONAL,"Borups Allé 124, 2000 Frederiksberg, Denmark",38 33 20 18,,https://tutto-bello.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')","[1, 1, 1, 1]",27378188,1,Frederiksberg
1068,1068,ChIJ688IXbRTUkYRQwTX3qAQJyc,Homeland Brasserie & Café,"Nordre Fasanvej 158, st. th, Frederiksberg","(55.6938138, 12.5334342)",4.3,43.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ688IXbRTUkYRQwTX3qAQJyc,OPERATIONAL,"Nordre Fasanvej 158, st. th, 2000 Frederiksberg, Denmark",42 92 98 89,1.0,https://homelandkitchen.dk/,,,,1,Frederiksberg
1069,1069,ChIJyQjDUxlTUkYRWhStL41QjW0,HYGGEHJØRNET,"Borups Allé 112, Frederiksberg","(55.6935186, 12.5338317)",4.7,12.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJyQjDUxlTUkYRWhStL41QjW0,OPERATIONAL,"Borups Allé 112, 2000 Frederiksberg, Denmark",27 14 01 63,,,"('1130', '1700'); ('1130', '2130'); ('1130', '2130'); ('1130', '2130'); ('1130', '2130'); ('1130', '2130'); ('1130', '1700')","[1, 1, 2, 1]",41194030,1,Frederiksberg
1070,1070,ChIJO-LhXbRTUkYRvnai80PvFzg,Le Quattro Stagioni,"Nordre Fasanvej 160, Frederiksberg","(55.6940536, 12.5335418)",4.2,33.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJO-LhXbRTUkYRvnai80PvFzg,OPERATIONAL,"Nordre Fasanvej 160, 2000 Frederiksberg, Denmark",38 11 22 23,,https://lqs.dk/,"('1200', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1200', '2100')",,,1,Frederiksberg
