,business_status,formatted_address,formatted_phone_number,price_level,website,opening_hours,ref
ChIJL3kOlClTUkYR1MM0kG4-jXk,OPERATIONAL,"Kalvebod Brygge, 1560 København, Denmark",27 14 70 74,,http://kcalfactory.dk/,"('1030', '2000'); ('1030', '2000'); ('1030', '2000'); ('1030', '2000'); ('1030', '2000'); ('1030', '2000'); ('1030', '2000')",ChIJL3kOlClTUkYR1MM0kG4-jXk
ChIJXYwfL3BTUkYR3Uume8sDIcQ,OPERATIONAL,"Kalvebod Brygge 59, 1560 København, Denmark",33 43 21 41,2.0,http://libertyrestaurant.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",ChIJXYwfL3BTUkYR3Uume8sDIcQ
ChIJqwNM3xNTUkYRs1VcVWKq7Tc,CLOSED_TEMPORARILY,"Vesterbro/Kongens Enghave, 1560, 1560 København, Denmark",,,,,ChIJqwNM3xNTUkYRs1VcVWKq7Tc
ChIJ8fu6tHNTUkYRSteXwfMcTPg,OPERATIONAL,"Flæsketorvet 63, 1711 København, Denmark",33 33 83 30,3.0,http://restaurantgorilla.dk/,"('1700', '0000'); ('1700', '0000'); ('1700', '0000'); ('1700', '0000'); ('1700', '0100'); ('1700', '0200'); ('1700', '0200')",ChIJ8fu6tHNTUkYRSteXwfMcTPg
ChIJWVsd2nNTUkYRrQn0Z0b-pPI,OPERATIONAL,"Flæsketorvet 68, 1711 København, Denmark",,,,,ChIJWVsd2nNTUkYRrQn0Z0b-pPI
ChIJWVsd2nNTUkYRsWioGi7XdBE,OPERATIONAL,"Flæsketorvet 68, sal 1, 1711 København, Denmark",,,http://www.tipster.dk/,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",ChIJWVsd2nNTUkYRsWioGi7XdBE
ChIJO77MO8BTUkYR7ZTuLaEExVs,OPERATIONAL,"Kødboderne 9, 1711 København, Denmark",69 16 70 32,,http://camping.bar/kodbyen,"('1200', '2000'); ('1500', '2300'); ('1500', '2300'); ('1500', '2300'); ('1500', '2300'); ('1200', '0000'); ('1200', '0000')",ChIJO77MO8BTUkYR7ZTuLaEExVs
ChIJY87DR5NTUkYRudLk_s7PHck,OPERATIONAL,"Flæsketorvet 44, 1711 København, Denmark",31 67 86 06,,,,ChIJY87DR5NTUkYRudLk_s7PHck
ChIJZR64NXJTUkYRVu59sn0y2eY,OPERATIONAL,"Flæsketorvet 81, 1711 København, Denmark",35 85 69 60,,,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",ChIJZR64NXJTUkYRVu59sn0y2eY
ChIJD1GEk3NTUkYRnP5u4aPCWwo,OPERATIONAL,"1711 Copenhagen, Denmark",,,,,ChIJD1GEk3NTUkYRnP5u4aPCWwo
ChIJt-0-sxFTUkYROY7lY_6s47k,OPERATIONAL,"Høkerboderne 21-23, 1712 København, Denmark",33 31 34 34,2.0,https://www.burgerjoint.dk/kodbyen,"('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2200'); ('1100', '2200')",ChIJt-0-sxFTUkYROY7lY_6s47k
ChIJcXHXg6pTUkYRFD-5aUs2e5Q,OPERATIONAL,"Slagtehusgade 5B, 1715 København, Denmark",20 67 97 04,,http://www.cykelkokken.dk/,,ChIJcXHXg6pTUkYRFD-5aUs2e5Q
ChIJVyivB3NTUkYR0fIjkznBiGg,OPERATIONAL,"Slagtehusgade 5C, 1715 København, Denmark",28 93 68 79,2.0,http://www.spisehuset.dk/,,ChIJVyivB3NTUkYR0fIjkznBiGg
ChIJn9dO9HJTUkYRHzRfvFLY2AQ,CLOSED_TEMPORARILY,"Tietgensgade 65, 1704 København, Denmark",33 29 80 20,2.0,https://www.dgi-byen.dk/cafe-restaurant/restaurant/,,ChIJn9dO9HJTUkYRHzRfvFLY2AQ
ChIJIQgAuAxTUkYREwhuAu591mY,OPERATIONAL,"Colbjørnsensgade 14, 1652 København, Denmark",33 31 32 66,,https://guldsmedenhotels.com/axel-hotel-copenhagen-vesterbro/,,ChIJIQgAuAxTUkYREwhuAu591mY
ChIJNbdoMXNTUkYRqQvnbF6vjZE,OPERATIONAL,"Helgolandsgade 16, Kælder, 1653 København, Denmark",88 71 46 46,,http://uki.dk/,,ChIJNbdoMXNTUkYRqQvnbF6vjZE
ChIJD4EL2HJTUkYRoKHdupge2m8,OPERATIONAL,"Halmtorvet 5, 1700 København, Denmark",33 22 14 30,,http://www.tandoori-masala.dk/,"('1700', '2130'); ('1700', '2130'); ('1700', '2130'); ('1700', '2130'); ('1700', '2130'); ('1700', '2130'); ('1700', '2130')",ChIJD4EL2HJTUkYRoKHdupge2m8
ChIJ1bukuQxTUkYRU0tfe4KIpoo,OPERATIONAL,"Helgolandsgade 8A, 1653 København, Denmark",33 33 05 33,2.0,http://www.frkbarners.dk/,,ChIJ1bukuQxTUkYRU0tfe4KIpoo
ChIJESNW1AxTUkYR_tYpcVqsSy4,OPERATIONAL,"Colbjørnsensgade 15, 1652 København, Denmark",33 31 89 85,1.0,,,ChIJESNW1AxTUkYR_tYpcVqsSy4
ChIJybSIQHNTUkYRvp5npyv5ttM,OPERATIONAL,"Lille Istedgade 7, 1706 København, Denmark",33 24 98 54,2.0,http://baanthaiisarn.dk/,,ChIJybSIQHNTUkYRvp5npyv5ttM
ChIJDQ2kO3NTUkYRb04FD-rjywg,OPERATIONAL,"Halmtorvet 12, 1700 København, Denmark",33 23 12 21,2.0,http://cafeapropos.dk/,"('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200')",ChIJDQ2kO3NTUkYRb04FD-rjywg
ChIJ82dwUXNTUkYR44IAc-MxF04,OPERATIONAL,"Abel Cathrines Gade 21, 1654 København, Denmark",33 25 40 10,,https://ristorantebuono.dk/,,ChIJ82dwUXNTUkYR44IAc-MxF04
ChIJNVulD0yrU0YRsIhUBB0N7ME,OPERATIONAL,"Banegårdspladsen 4, 1570 København, Denmark",44 40 10 01,,https://hotelastoria.dk/,,ChIJNVulD0yrU0YRsIhUBB0N7ME
ChIJyy9qkwxTUkYRIXOmlWNfojI,OPERATIONAL,"Vesterbrogade 11A, 1620 København V, Denmark",33 25 03 66,2.0,http://www.jensens.com/da/restaurant/koebenhavn-vesterbrogade/,"('1100', '2230'); ('1100', '2230'); ('1100', '2230'); ('1100', '2230'); ('1100', '2230'); ('1100', '2230'); ('1100', '2230')",ChIJyy9qkwxTUkYRIXOmlWNfojI
ChIJoQtb2AxTUkYRp38G56CFbvQ,OPERATIONAL,"Istedgade 4, 1650 København, Denmark",33 23 80 88,2.0,https://www.magasasa.dk/,"('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')",ChIJoQtb2AxTUkYRp38G56CFbvQ
ChIJI5nOogxTUkYRNoD78TlXm5M,OPERATIONAL,"Vesterbrogade 13, 1620 København, Denmark",33 22 62 26,2.0,https://kebabish.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=discount&utm_content=10,"('1200', '0100'); ('1100', '0000'); ('1100', '0000'); ('1100', '0000'); ('1100', '0000'); ('1100', '0200'); ('1200', '0200')",ChIJI5nOogxTUkYRNoD78TlXm5M
ChIJAXUvhQxTUkYRWmaHR0Cf9lA,OPERATIONAL,"Trommesalen 5, 1614 København, Denmark",88 63 02 92,2.0,https://www.restaurantretour.dk/vesterbro,"('1700', '0000'); ('1700', '0000'); ('1700', '0000'); ('1700', '0000'); ('1700', '0000'); ('1700', '0000'); ('1700', '0000')",ChIJAXUvhQxTUkYRWmaHR0Cf9lA
ChIJ1Xja9AxTUkYRR9VTQS4EAZs,OPERATIONAL,"Vester Farimagsgade 1-3, 1606 København, Denmark",33 32 80 56,2.0,http://chinapalace-cph.dk/,,ChIJ1Xja9AxTUkYRR9VTQS4EAZs
ChIJFeb4bAxTUkYRZ1S9cypu9fQ,OPERATIONAL,"Vester Farimagsgade 9, 1606 København, Denmark",33 43 20 83,2.0,http://lappetito.dk/da/,"('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300')",ChIJFeb4bAxTUkYRZ1S9cypu9fQ
ChIJ2_6BYAxTUkYRuHrvF2y6CAE,OPERATIONAL,"Vester Farimagsgade 6, 1606 København, Denmark",33 91 18 19,2.0,http://www.phohanoi.dk/,"('1500', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300')",ChIJ2_6BYAxTUkYRuHrvF2y6CAE
ChIJ51f39QxTUkYRkOHpVHh_gH0,OPERATIONAL,"Vester Farimagsgade 2, 1606 København, Denmark",33 22 60 60,2.0,http://www.osteria16.dk/,,ChIJ51f39QxTUkYRkOHpVHh_gH0
ChIJ5Ux78wxTUkYRelrGie8W9x0,CLOSED_PERMANENTLY,"Vesterbrogade 6E, 1620 København, Denmark",55 50 00 45,2.0,,,ChIJ5Ux78wxTUkYRelrGie8W9x0
ChIJ51f39QxTUkYRxAUebLF6Wmk,OPERATIONAL,"Vester Farimagsgade 2, 1606 København, Denmark",33 21 60 60,,http://osteria16.dk/,,ChIJ51f39QxTUkYRxAUebLF6Wmk
ChIJ1Xja9AxTUkYRCHBAHDg2VgE,OPERATIONAL,"Vester Farimagsgade 1, 1606 København, Denmark",,,http://www.kinesiskrestaurant-jincheng-kbh.dk/?responsive,"('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300')",ChIJ1Xja9AxTUkYRCHBAHDg2VgE
ChIJyQR8tg5TUkYR5BQrqLgphBQ,OPERATIONAL,"Vester Farimagsgade 17, 1606 København, Denmark",28 44 17 40,,http://mitlillekoekken.dk/,,ChIJyQR8tg5TUkYR5BQrqLgphBQ
ChIJt-6fyQ5TUkYRHGxkZBTBVVE,OPERATIONAL,"Vester Farimagsgade 35, 1606 København, Denmark",33 11 57 20,2.0,http://www.igb.dk/,,ChIJt-6fyQ5TUkYRHGxkZBTBVVE
ChIJH2CJSwlTUkYRwOdmXAjMgIg,OPERATIONAL,"Nyropsgade 21, 1602 København, Denmark",70 10 00 90,,,,ChIJH2CJSwlTUkYRwOdmXAjMgIg
ChIJt-6fyQ5TUkYRCVdbdABIlnc,OPERATIONAL,"Vester Farimagsgade 35 A, 1606 København V, Denmark",33 11 57 20,,https://cvrapi.dk/virksomhed/dk/divina-patria-aps/33146787,"('1800', '2000'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')",ChIJt-6fyQ5TUkYRCVdbdABIlnc
ChIJr5kU_gtTUkYRWRdshoAHPP4,OPERATIONAL,"1602 Copenhagen, Denmark",,,,,ChIJr5kU_gtTUkYRWRdshoAHPP4
ChIJV9Wi3QhTUkYRDpQ6JSiEDKY,OPERATIONAL,"Ved Vesterport 2, 1612 København, Denmark",,,http://www.gasolinegrill.com/,"('1100', '2000'); ('1600', '2000'); ('1600', '2000'); ('1600', '2000'); ('1600', '2000'); ('1100', '2000'); ('1100', '2000')",ChIJV9Wi3QhTUkYRDpQ6JSiEDKY
ChIJGWVXyQ5TUkYRcRiEuUYW0oc,OPERATIONAL,"Vester Farimagsgade 35, 1606 København, Denmark",33 12 57 20,,https://www.osteria.dk/,,ChIJGWVXyQ5TUkYRcRiEuUYW0oc
ChIJQWQHxLJTUkYRw6lLMastL5A,OPERATIONAL,"Vester Farimagsgade 3, 1606 København, Denmark",60 33 63 63,,https://www.socialbrew.dk/,"('0900', '1900'); ('0800', '2000'); ('0800', '2000'); ('0800', '2000'); ('0800', '2000'); ('0800', '2000'); ('0900', '2100')",ChIJQWQHxLJTUkYRw6lLMastL5A
ChIJUc4lgAtTUkYROu-24IpBP9E,OPERATIONAL,"Nyropsgade 46, 1602 København, Denmark",33 14 35 35,,https://www.scandichotels.com/hotels/denmark/copenhagen/scandic-copenhagen/restaurant-bar/the-grill-drinks-and-dining,,ChIJUc4lgAtTUkYROu-24IpBP9E
ChIJKS2fPMRTUkYRkHuSO5fiNBI,OPERATIONAL,"Axeltorv 7, 1608 København, Denmark",,,,,ChIJKS2fPMRTUkYRkHuSO5fiNBI
ChIJ8_xzaAxTUkYRGVndm9JOXig,OPERATIONAL,"Vester Farimagsgade 6, 1606 København, Denmark",,,,,ChIJ8_xzaAxTUkYRGVndm9JOXig
ChIJs_vo2AhTUkYRIKOSmYlYWg8,OPERATIONAL,"Nyropsgade 2, 1602 København, Denmark",44 22 33 58,2.0,,,ChIJs_vo2AhTUkYRIKOSmYlYWg8
ChIJ-dcIKQ9TUkYRCnX2QWVgSG4,OPERATIONAL,"Gyldenløvesgade 4, 1369 København, Denmark",33 11 13 77,2.0,http://www.frk-sandwich.dk/,,ChIJ-dcIKQ9TUkYRCnX2QWVgSG4
ChIJqa_qbK5TUkYRNQWpT-zV2-c,OPERATIONAL,"Gyldenløvesgade 19, 6 sal, 1600 København, Denmark",61 20 86 74,,https://guldsmedenhotels.com/restaurant-manon/,"('0800', '2200'); ('0700', '2200'); ('0700', '2300'); ('0700', '2300'); ('0700', '2300'); ('0700', '0100'); ('0800', '0100')",ChIJqa_qbK5TUkYRNQWpT-zV2-c
ChIJMYOqidlTUkYRkqUALqYyN6c,OPERATIONAL,"Gyldenløvesgade 10 st.+kld, 1369 København K, Denmark",60 59 88 00,2.0,http://www.htable.dk/,,ChIJMYOqidlTUkYRkqUALqYyN6c
ChIJwYwRMTFTUkYRpBnSpN18Vvw,OPERATIONAL,"Gyldenløvesgade 4, 1369 København K, Denmark",31 31 37 32,2.0,http://www.midwestern.dk/,,ChIJwYwRMTFTUkYRpBnSpN18Vvw
ChIJvWdhKQ9TUkYRJz7-W1DDQjo,OPERATIONAL,"Gyldenløvesgade 4, 1369 København, Denmark",,,,"('1200', '2000'); ('1200', '2000'); ('1200', '2000'); ('1200', '2000'); ('1200', '2000'); ('1200', '2000'); ('1200', '2000')",ChIJvWdhKQ9TUkYRJz7-W1DDQjo
ChIJLdo96-lTUkYRsKfalGpuFyg,OPERATIONAL,"Nørre Søgade 39, 1370 København, Denmark",42 22 55 22,,,"('1100', '2000'); ('1100', '2000'); ('1100', '2000'); ('1100', '2000'); ('1100', '2000'); ('1100', '2000'); ('1100', '2000')",ChIJLdo96-lTUkYRsKfalGpuFyg
ChIJkz0_jUJTUkYRV2H1B2_yNyU,OPERATIONAL,"Nansensgade 24, 1366 København, Denmark",31 54 31 00,,http://lecaprice.dk/,,ChIJkz0_jUJTUkYRV2H1B2_yNyU
ChIJJQGHtAhTUkYR7S-Z-TKaKkI,OPERATIONAL,"Nansensgade 24, 1366 København, Denmark",,,,,ChIJJQGHtAhTUkYR7S-Z-TKaKkI
ChIJgUaHtAhTUkYRjqedFCbO-Vw,OPERATIONAL,"Nansensgade 24, 1366 København, Denmark",,,,,ChIJgUaHtAhTUkYRjqedFCbO-Vw
ChIJgUaHtAhTUkYRAIyix758sVU,OPERATIONAL,"Nansensgade 24, 1366 København, Denmark",,,,,ChIJgUaHtAhTUkYRAIyix758sVU
ChIJwx8gswhTUkYR5EfyAr9voys,OPERATIONAL,"Nansensgade 30, 1366 København, Denmark",61 26 32 00,,http://www.nr30.dk/,,ChIJwx8gswhTUkYR5EfyAr9voys
ChIJc6zndyBTUkYRoVkMEFqX91I,OPERATIONAL,"Nørre Farimagsgade 7A, 1364 København, Denmark",21 80 91 82,,https://lebon-restaurant.business.site/,"('1200', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300')",ChIJc6zndyBTUkYRoVkMEFqX91I
ChIJ8Xc0OAdTUkYRcM6AabRptdQ,OPERATIONAL,"Nørrebrogade 18F, 2200 København, Denmark",35 36 60 80,2.0,http://www.nonsolo.dk/,"('1200', '2300'); ('1100', '2300'); ('1100', '2300'); ('1100', '2300'); ('1100', '2300'); ('1100', '2300'); ('1200', '2300')",ChIJ8Xc0OAdTUkYRcM6AabRptdQ
ChIJkaKH_AZTUkYRMNgO9M7iMzc,OPERATIONAL,"Peblinge Dossering 7, 2200 København, Denmark",35 35 12 19,2.0,http://kaffesalonen.com/,"('0900', '0000'); ('0800', '0000'); ('0800', '0000'); ('0800', '0000'); ('0800', '0000'); ('0800', '0000'); ('0900', '0000')",ChIJkaKH_AZTUkYRMNgO9M7iMzc
ChIJJfjq4QZTUkYR5Zr_TOztBw4,OPERATIONAL,"Peblinge Dossering 4, kld. th, 2200 København, Denmark",53 70 00 53,,https://www.facebook.com/Socialcoffeecopenhagen/,"('0900', '1800'); ('0800', '1800'); ('0800', '1800'); ('0800', '1800'); ('0800', '1800'); ('0800', '1800'); ('0900', '1800')",ChIJJfjq4QZTUkYR5Zr_TOztBw4
ChIJYz8S4QZTUkYRYg5lwE2IOR4,OPERATIONAL,"Nørrebrogade 1, st, 2200 København, Denmark",31 32 26 20,2.0,http://sliderscph.dk/,,ChIJYz8S4QZTUkYRYg5lwE2IOR4
ChIJC3cL4LJTUkYRm291tVI33tQ,OPERATIONAL,"Nørrebrogade 13, 2200 København, Denmark",35 35 35 69,2.0,https://grillenburgerbar.dk/restaurant/burger-norrebro/,"('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2100'); ('1130', '2100')",ChIJC3cL4LJTUkYRm291tVI33tQ
ChIJq9voLwdTUkYRBk8aPJuweMg,OPERATIONAL,"Ravnsborggade 1, 2200 København N, Denmark",32 15 30 30,2.0,https://caferavnsborg.dk/,"('1000', '2200'); ('1100', '0000'); ('1100', '0000'); ('1100', '0000'); ('1100', '0000'); ('1100', '0200'); ('1000', '0200')",ChIJq9voLwdTUkYRBk8aPJuweMg
ChIJQZEZ2gZTUkYREWxtEJm5ZJY,OPERATIONAL,"Sortedam Dossering 5, 2200 København, Denmark",38 42 34 00,2.0,https://frankiespizza.dk/,"('1200', '2300'); ('1630', '2300'); ('1630', '2300'); ('1630', '2300'); ('1630', '2300'); ('1630', '2300'); ('1200', '2300')",ChIJQZEZ2gZTUkYREWxtEJm5ZJY
ChIJA7nbQQdTUkYRvSix8BgtKn0,OPERATIONAL,"Blågårdsgade 9B, 2200 København, Denmark",35 34 90 95,2.0,http://www.zafran.dk/,"('1700', '2200'); ('1700', '2200'); ('1700', '2200'); ('1700', '2200'); ('1700', '2200'); ('1700', '2200'); ('1700', '2200')",ChIJA7nbQQdTUkYRvSix8BgtKn0
ChIJVZhwRwdTUkYRRkVto4RKmeg,OPERATIONAL,"Nørrebrogade 13, 2200 København, Denmark",32 17 00 03,1.0,http://www.beyti.dk/,"('1200', '2300'); ('1100', '2300'); ('1100', '2300'); ('1100', '2300'); ('1100', '2300'); ('1100', '0000'); ('1100', '0000')",ChIJVZhwRwdTUkYRRkVto4RKmeg
ChIJH8L9HbNTUkYRbEMHRhULqpY,OPERATIONAL,"Baggesensgade 9, 2200 København, Denmark",27 62 22 22,,http://www.restaurantsafari.dk/,,ChIJH8L9HbNTUkYRbEMHRhULqpY
ChIJCyzLwt1TUkYRtJ0gDnMyW1o,OPERATIONAL,"Baggesensgade 9, 2200 København, Denmark",27 62 22 22,,https://www.restaurantsafari.dk/,,ChIJCyzLwt1TUkYRtJ0gDnMyW1o
ChIJnZoHuwBTUkYRiBStpXuioJk,CLOSED_TEMPORARILY,"Fælledvej 19, 2200 København, Denmark",36 30 93 75,,,,ChIJnZoHuwBTUkYRiBStpXuioJk
ChIJvbxyLetNUkYRFUuThk0wqgY,OPERATIONAL,"Fælledvej 25, 2200 København, Denmark",26 36 51 75,2.0,http://www.smagnu.dk/,"('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100')",ChIJvbxyLetNUkYRFUuThk0wqgY
ChIJYwKq1wBTUkYRn2FitJ8_ZiM,OPERATIONAL,"Ravnsborggade 16B, 2200 København, Denmark",40 63 69 76,2.0,https://www.kungfubar.dk/,"('1300', '2200'); ('1700', '2200'); ('1700', '2200'); ('1700', '2200'); ('1700', '2200'); ('1600', '0200'); ('1600', '0200')",ChIJYwKq1wBTUkYRn2FitJ8_ZiM
ChIJi4V2sABTUkYRHQLpwR151H8,OPERATIONAL,"Fælledvej 15, 2200 København, Denmark",93 30 66 15,2.0,http://plantpowerfood.dk/,,ChIJi4V2sABTUkYRHQLpwR151H8
ChIJ01-4lQBTUkYR4donU21r9pQ,OPERATIONAL,"Fælledvej 22B, 2200 København, Denmark",33 33 81 81,1.0,http://www.gazabakery.dk/,"('0930', '2000'); ('0930', '2000'); ('0930', '2000'); ('0930', '2000'); ('0930', '2000'); ('0930', '2000'); ('0930', '2000')",ChIJ01-4lQBTUkYR4donU21r9pQ
ChIJkbpq1AZTUkYR6_KU8rUFtlA,OPERATIONAL,"Sortedam Dossering 7C, 2200 København, Denmark",38 42 42 64,2.0,https://madklubben.dk/restauranter/food-club-noerrebro/,,ChIJkbpq1AZTUkYR6_KU8rUFtlA
ChIJO-47vABTUkYRaISE4C6HZ74,OPERATIONAL,"Gaza Grill, Fælledvej 22 C, 2200 København, Denmark",33 33 07 80,2.0,http://www.gazagrill.dk/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200')",ChIJO-47vABTUkYRaISE4C6HZ74
ChIJZ_JSGQFTUkYRZPtLj-n1UcI,OPERATIONAL,"Ryesgade 3, 2200 København, Denmark",35 30 05 30,2.0,http://noerrebrobryghus.dk/,"('1200', '1800'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '2300'); ('1200', '0000'); ('1200', '0000')",ChIJZ_JSGQFTUkYRZPtLj-n1UcI
ChIJzfl6hwBTUkYRm2bdoXc9v04,OPERATIONAL,"Nørre Allé 7, 2200 København N, Denmark",24 82 82 17,,http://www.union.kk.dk/,,ChIJzfl6hwBTUkYRm2bdoXc9v04
ChIJVRNBRwdTUkYRBnQ0GpsIqxU,OPERATIONAL,"Nørre Allé 7, 2200 København, Denmark",50 80 23 00,,http://sendflerekrydderier.dk/,,ChIJVRNBRwdTUkYRBnQ0GpsIqxU
ChIJK4nocABTUkYRChLeVhI8Hag,CLOSED_PERMANENTLY,"Nørre Allé 13, 2200 København, Denmark",31 50 12 17,,,,ChIJK4nocABTUkYRChLeVhI8Hag
ChIJtXfocABTUkYRqSOWEVxKX98,OPERATIONAL,"Nørre Allé 13, 2200 København, Denmark",35 36 91 91,1.0,https://pizza-calabria-restaurant.business.site/?utm_source=gmb&utm_medium=referral,"('1300', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1300', '2200')",ChIJtXfocABTUkYRqSOWEVxKX98
ChIJy90gHwFTUkYRnc9sLaIV3fU,OPERATIONAL,"Ryesgade 1, 2200 København, Denmark",35 37 02 37,2.0,,"('1000', '2300'); ('0800', '2300'); ('0800', '2300'); ('0800', '2300'); ('0800', '2300'); ('0800', '2300'); ('1000', '2300')",ChIJy90gHwFTUkYRnc9sLaIV3fU
ChIJ1WyFOABTUkYRX95fCM6B_78,OPERATIONAL,"Blegdamsvej 3A, 2200 København, Denmark",23 68 83 20,,http://sund.ku.dk/kontakt/kantine/#Panum,,ChIJ1WyFOABTUkYRX95fCM6B_78
ChIJnXTJxEJTUkYRPOtLdL_jjyU,OPERATIONAL,"Poppelgade 6, 2200 København, Denmark",42 21 57 49,,https://bumblebee2200.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=discount&utm_content=15,"('1300', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1200', '2100')",ChIJnXTJxEJTUkYRPOtLdL_jjyU
ChIJ4S76tLhTUkYRErtkngw0xE8,OPERATIONAL,"Poppelgade 6, 2200 København, Denmark",42 76 28 37,,https://bigbite2200.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=discount&utm_content=20,"('1300', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1300', '2200')",ChIJ4S76tLhTUkYRErtkngw0xE8
ChIJ65XQhapTUkYRpG6_Li03rPg,OPERATIONAL,"Poppelgade 6, 2200 København, Denmark",,,,"('1200', '2100'); ('1530', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",ChIJ65XQhapTUkYRpG6_Li03rPg
ChIJIR6SeABTUkYRZXhfLrFk0YE,OPERATIONAL,"Ahornsgade 8A, 2200 København, Denmark",40 42 86 92,,,,ChIJIR6SeABTUkYRZXhfLrFk0YE
ChIJJ0D8eABTUkYR4wsL6m26MNo,OPERATIONAL,"Ahornsgade 6A, 2200 København, Denmark",,,,,ChIJJ0D8eABTUkYR4wsL6m26MNo
ChIJD7ZCBwBTUkYR7XMSXNWg8m0,OPERATIONAL,"Nørre Allé 27, 2200 København, Denmark",28 87 82 70,1.0,https://www.cafestadion.dk/,,ChIJD7ZCBwBTUkYR7XMSXNWg8m0
ChIJzfl6hwBTUkYRdLWQG6gCoko,CLOSED_TEMPORARILY,"Nørre Allé 7, 2200 København, Denmark",35 34 99 11,,,,ChIJzfl6hwBTUkYRdLWQG6gCoko
ChIJzWh_e6pTUkYR4sVLUk8E4LQ,OPERATIONAL,"Guldbergsgade 12, 2200 København, Denmark",35 36 31 36,1.0,,"('1100', '1800'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1000', '1900'); ('1100', '1800')",ChIJzWh_e6pTUkYR4sVLUk8E4LQ
ChIJD7bycNNTUkYR-6KSH38ke68,OPERATIONAL,"Guldbergsgade 10, 2200 København, Denmark",23 20 07 17,,http://kogebogeriet.dk/,,ChIJD7bycNNTUkYR-6KSH38ke68
ChIJTbZQZ1ZSUkYRu5MaweceD_s,OPERATIONAL,"Universitetsparken 5, 2100 København, Denmark",,,,,ChIJTbZQZ1ZSUkYRu5MaweceD_s
ChIJ555u6FlSUkYRPwBELF7KUIs,OPERATIONAL,"Aldersrogade 11, 2100 København, Denmark",,,,,ChIJ555u6FlSUkYRPwBELF7KUIs
ChIJF6Vp11lSUkYRKbO9wVtkbII,OPERATIONAL,"Jagtvej 167, 2100 København, Denmark",32 21 75 50,,http://mybagels.dk/,"('1100', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1100', '2100')",ChIJF6Vp11lSUkYRKbO9wVtkbII
ChIJL81JWllSUkYRl2_51E1joX4,OPERATIONAL,"Lyngbyvej 42 a (pavillon, 2100 København, Denmark",39 29 48 05,1.0,http://www.borgesbodega.dk/,"('1300', '2000'); ('1300', '2000'); ('1300', '2000'); ('1300', '2000'); ('1300', '2000'); ('1300', '2000'); ('1300', '2000')",ChIJL81JWllSUkYRl2_51E1joX4
ChIJz9MeBVlSUkYRKK-F_3W_dGY,OPERATIONAL,"Lyngbyvej 24, 2100 København, Denmark",,,,,ChIJz9MeBVlSUkYRKK-F_3W_dGY
