,business_status,formatted_address,formatted_phone_number,price_level,website,opening_hours,ref
ChIJ8-UZIbxTUkYR_0wo9yUxHYI,OPERATIONAL,"Smallegade 22, 2000 Frederiksberg, Denmark",81 81 39 52,2.0,http://fredeogvesters.dk/,"('1000', '1700'); ('0900', '1700'); ('0900', '1700'); ('0900', '1700'); ('0900', '1700'); ('0900', '1700'); ('1000', '1700')",ChIJ8-UZIbxTUkYR_0wo9yUxHYI
ChIJfQUhUE9TUkYRCsg1pPgoBQ0,OPERATIONAL,"Smallegade 20B, 2000 Frederiksberg, Denmark",69 16 18 16,,http://www.gethooked.dk/,,ChIJfQUhUE9TUkYRCsg1pPgoBQ0
ChIJRWhNR-9TUkYRDhleQff2JwA,OPERATIONAL,"Smallegade 20A, st. tv, 2000 Frederiksberg, Denmark",31 77 27 59,2.0,http://www.tacopop-frederiksberg.dk/,"('1100', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1100', '2100')",ChIJRWhNR-9TUkYRDhleQff2JwA
ChIJmZ63t1RTUkYRXxrgiwfU0lk,OPERATIONAL,"Smallegade 20, 2000 Frederiksberg, Denmark",53 88 52 88,2.0,https://www.genki-sushi.dk/,"('1300', '2230'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1400', '2200'); ('1300', '2230'); ('1300', '2230')",ChIJmZ63t1RTUkYRXxrgiwfU0lk
ChIJkdwXGbxTUkYR5i2v6hIP_Ow,OPERATIONAL,"Hospitalsvej 5, 2000 Frederiksberg, Denmark",38 34 82 78,1.0,,"('1200', '2300'); ('1200', '0200'); ('1200', '0200'); ('1200', '0200'); ('1200', '0200'); ('1200', '0200'); ('1200', '0200')",ChIJkdwXGbxTUkYR5i2v6hIP_Ow
ChIJdxrrAL1TUkYRoh2SPPJwkEE,CLOSED_TEMPORARILY,"Allegade 25A, 2000 Frederiksberg, Denmark",61 68 98 61,,,,ChIJdxrrAL1TUkYRoh2SPPJwkEE
ChIJ17ISCbxTUkYR0GY7ofY1c-Q,OPERATIONAL,"Falkoner Pl. 1, 2000 Frederiksberg, Denmark",82 30 43 02,2.0,http://www.halifax.dk/,"('1130', '2100'); ('1130', '2130'); ('1130', '2130'); ('1130', '2130'); ('1130', '2130'); ('1130', '2200'); ('1130', '2200')",ChIJ17ISCbxTUkYR0GY7ofY1c-Q
ChIJ13SUXLxTUkYRF9WyHFTNNDE,OPERATIONAL,"Smallegade 8, 2000 Frederiksberg, Denmark",38 88 00 99,,http://cctaste.dk/,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",ChIJ13SUXLxTUkYRF9WyHFTNNDE
ChIJAzzlXLxTUkYRzDP6mGJ7ctg,OPERATIONAL,"Smallegade 8, 2000 Frederiksberg, Denmark",53 54 62 18,,http://burgerklubben.com/,"('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2300'); ('1100', '2300')",ChIJAzzlXLxTUkYRzDP6mGJ7ctg
ChIJVVXpXLxTUkYRXu1CtKcvgnc,OPERATIONAL,"Smallegade 8, 2000 Frederiksberg, Denmark",,,,,ChIJVVXpXLxTUkYRXu1CtKcvgnc
ChIJ210bdbtTUkYRaSCZmAKNKyM,OPERATIONAL,"Falkoner Alle 21, 1850 Frederiksberg, Denmark",,2.0,http://www.joejuice.com/,"('1000', '1800'); ('0900', '2000'); ('0900', '2000'); ('0900', '2000'); ('0900', '2000'); ('0900', '2000'); ('1000', '1800')",ChIJ210bdbtTUkYRaSCZmAKNKyM
ChIJPYDICL1TUkYRw0mmE1AJPmk,OPERATIONAL,"Solbjergvej 8, 2000 Frederiksberg, Denmark",38 41 01 10,,https://sologluna.dk/,,ChIJPYDICL1TUkYRw0mmE1AJPmk
ChIJffADdbtTUkYRKS9w3G0DUYM,OPERATIONAL,"Centret, 3 etage,, Falkoner Alle 21, 2000 Frederiksberg, Denmark",73 70 97 05,2.0,http://www.palaeo.dk/,"('1000', '1700'); ('1000', '1930'); ('1000', '1930'); ('1000', '1930'); ('1000', '1930'); ('1000', '1930'); ('1000', '1700')",ChIJffADdbtTUkYRKS9w3G0DUYM
ChIJG85Ex7lTUkYR8rkbQ1iGG_U,OPERATIONAL,"Bentzonsvej 21, 2000 Frederiksberg, Denmark",38 87 04 39,,https://www.bentzonspizza.dk/,"('1200', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1600', '2130'); ('1200', '2130')",ChIJG85Ex7lTUkYR8rkbQ1iGG_U
ChIJucnyV5pTUkYR6AQfXcxGyio,OPERATIONAL,"Bentzonsvej 23, 2000 Frederiksberg, Denmark",53 68 20 52,,https://ramentobiiru.dk/frederiksberg/,"('1200', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1200', '2100'); ('1200', '2100')",ChIJucnyV5pTUkYR6AQfXcxGyio
ChIJAyDHxrlTUkYRCQgJFVGgFeI,OPERATIONAL,"Bentzonsvej 23, 2000 Frederiksberg, Denmark",24 67 63 42,,,,ChIJAyDHxrlTUkYRCQgJFVGgFeI
ChIJK9t9k7lTUkYRtMKZhk987xg,OPERATIONAL,"Langelandsvej 19, 2000 Frederiksberg, Denmark",20 73 64 71,,,,ChIJK9t9k7lTUkYRtMKZhk987xg
ChIJxTIj3xZTUkYRSKEtaLZ93iM,OPERATIONAL,"Godthåbsvej 49, 2000 Frederiksberg, Denmark",35 37 19 18,2.0,http://www.letzsushi.dk/,"('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100')",ChIJxTIj3xZTUkYRSKEtaLZ93iM
ChIJRYASabdTUkYRdGa5Fsokrfo,OPERATIONAL,"Godthåbsvej 53, 2000 Frederiksberg, Denmark",38 87 48 48,,http://www.candido.dk/,,ChIJRYASabdTUkYRdGa5Fsokrfo
ChIJu_-UnrdTUkYRkKNs7itnoGU,OPERATIONAL,"Godthåbsvej 71, 2000 Frederiksberg, Denmark",38 10 29 88,1.0,https://www.eatonline.dk/restaurant/716/isola-pizzeria,"('1530', '0400'); ('1530', '0400'); ('1530', '0400'); ('1530', '0400'); ('1530', '0400'); ('1530', '0400'); ('1530', '0400')",ChIJu_-UnrdTUkYRkKNs7itnoGU
ChIJqXG4a7dTUkYR_Smn0uHSPns,OPERATIONAL,"Godthåbsvej 56, 2000 Frederiksberg, Denmark",38 33 33 24,,https://m.facebook.com/devarmegryder/?locale2=da_DK,"('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100')",ChIJqXG4a7dTUkYR_Smn0uHSPns
ChIJEZ5SaLdTUkYRK7Banjbhzv0,OPERATIONAL,"Godthåbsvej 53, 2000 Frederiksberg, Denmark",38 10 03 55,1.0,,"('0900', '0200'); ('0900', '0200'); ('0900', '0200'); ('0900', '0200'); ('0900', '0200'); ('0900', '0200'); ('0900', '0200')",ChIJEZ5SaLdTUkYRK7Banjbhzv0
ChIJwW8WHuhTUkYRrCWHxLp6YIs,OPERATIONAL,"Godthåbsvej 54, 2000 Frederiksberg, Denmark",60 48 42 54,2.0,http://blaabjergmadsen.dk/,"('0830', '2030'); ('0830', '2030'); ('0830', '2030'); ('0830', '2030'); ('0830', '2030'); ('0830', '2030'); ('0830', '2030')",ChIJwW8WHuhTUkYRrCWHxLp6YIs
ChIJD7ama7dTUkYRPRzls70FbS4,OPERATIONAL,"Ærøvej 2, 2000 Frederiksberg, Denmark",38 34 35 34,2.0,http://www.thaiaway.dk/,"('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100')",ChIJD7ama7dTUkYRPRzls70FbS4
ChIJESsodLdTUkYRVGBBEU6rxGI,OPERATIONAL,"Godthåbsvej 67, 2000 Frederiksberg, Denmark",38 86 67 92,,,"('1500', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200')",ChIJESsodLdTUkYRVGBBEU6rxGI
ChIJBVgwbmhTUkYRvVriUJy4JYk,OPERATIONAL,"Godthåbsvej 62, 2000 Frederiksberg, Denmark",,,http://babybabbo.dk/,,ChIJBVgwbmhTUkYRvVriUJy4JYk
ChIJCRQwardTUkYRDIYNxdOQNbo,OPERATIONAL,"Godthåbsvej 56, 2000 Frederiksberg, Denmark",,,,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",ChIJCRQwardTUkYRDIYNxdOQNbo
ChIJO0wdRbdTUkYRKuX38mJ5rHI,OPERATIONAL,"Godthåbsvej 49, 2000 Frederiksberg, Denmark",38 87 35 48,,http://www.salumeria.dk/,,ChIJO0wdRbdTUkYRKuX38mJ5rHI
ChIJb4n9QbdTUkYR7cleZIlE0A0,OPERATIONAL,"Godthåbsvej 54, 2000 Frederiksberg, Denmark",,,,,ChIJb4n9QbdTUkYR7cleZIlE0A0
ChIJwaitOsNTUkYRQDEzo0TKzQE,OPERATIONAL,"Godthåbsvej 48, 2000 Frederiksberg, Denmark",51 70 58 88,2.0,http://www.morselbao.dk/,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2200'); ('1200', '2200')",ChIJwaitOsNTUkYRQDEzo0TKzQE
ChIJhxUQgrZTUkYRFRx2vSyBozA,OPERATIONAL,"Nordre Fasanvej 143, 2000 Frederiksberg, Denmark",38 34 53 53,,https://www.frbpizza2000.dk/,"('0900', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('0900', '2200')",ChIJhxUQgrZTUkYRFRx2vSyBozA
ChIJO6atiLZTUkYRnXisDk4NZ3c,OPERATIONAL,"Nordre Fasanvej 132, 2000 Frederiksberg, Denmark",38 10 63 54,1.0,https://www.hungry.dk/frederiksberg/mb-pizza-bagel-house/?utm_source=google&utm_medium=gmb&utm_campaign=local,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1200', '2200')",ChIJO6atiLZTUkYRnXisDk4NZ3c
ChIJ7W9vgbZTUkYRGZcW6vFGovo,OPERATIONAL,"Nordre Fasanvej 137, 2000 Frederiksberg, Denmark",38 86 77 33,,http://www.dacavallino.dk/,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1200', '2200')",ChIJ7W9vgbZTUkYRGZcW6vFGovo
ChIJcwCPhbZTUkYRamtO5ItavPA,OPERATIONAL,"Nordre Fasanvej 132B, 2000 Frederiksberg, Denmark",38 10 63 54,,,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",ChIJcwCPhbZTUkYRamtO5ItavPA
ChIJXfz4y8BTUkYRi6ij8OBwjLk,OPERATIONAL,"Borups Allé 136, 2000 Frederiksberg, Denmark",38 88 01 10,,http://shibuya-sushi.dk/,"('1300', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1300', '2200')",ChIJXfz4y8BTUkYRi6ij8OBwjLk
ChIJlSz8UTVSUkYRwrb30pr3TuY,OPERATIONAL,"Vibevej 67, 2400 København, Denmark",38 10 48 67,1.0,https://www.eatonline.dk/restaurant/580/punto-pizza,"('1400', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1400', '2200')",ChIJlSz8UTVSUkYRwrb30pr3TuY
ChIJ9SXtj0pSUkYRHChr39yL_Qk,OPERATIONAL,"Vibevej 35, 2400 København, Denmark",38 10 05 71,1.0,,"('1200', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1200', '2100')",ChIJ9SXtj0pSUkYRHChr39yL_Qk
ChIJaeHWCTZSUkYRRHhQm8dQoi0,OPERATIONAL,"Frederikssundsvej 54A, 2400 København, Denmark",38 86 03 92,,https://www.megapizza.dk/,"('1200', '2300'); ('1100', '2300'); ('1100', '2300'); ('1100', '2300'); ('1100', '2300'); ('1100', '2345'); ('1100', '2345')",ChIJaeHWCTZSUkYRRHhQm8dQoi0
ChIJfXHNaCZTUkYR52x9TK8JZe0,OPERATIONAL,"Ramona Ryle، Frederikssundsvej 58A، 2400 København, Denmark",,,,,ChIJfXHNaCZTUkYR52x9TK8JZe0
ChIJD7nvA1hTUkYRskOMOJS5Kxk,OPERATIONAL,"Frederikssundsvej 56B, 2400 København, Denmark",27 62 22 29,,https://www.facebook.com/damaskusgrill/,"('1200', '0200'); ('1200', '0200'); ('1200', '0200'); ('1200', '0200'); ('1200', '0200'); ('1200', '0400'); ('1200', '0400')",ChIJD7nvA1hTUkYRskOMOJS5Kxk
ChIJxSnHwVxTUkYRE1ReBzL4h_8,OPERATIONAL,"Frederikssundsvej 54B, 2400 København, Denmark",61 61 18 20,,https://burgergrillen2400.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"('1200', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1700', '2100'); ('1200', '2100')",ChIJxSnHwVxTUkYRE1ReBzL4h_8
ChIJQUpPDDZSUkYRzS9wZ5iub6g,CLOSED_TEMPORARILY,"Glasvej 4, 2400 København, Denmark",40 50 00 08,,,,ChIJQUpPDDZSUkYRzS9wZ5iub6g
ChIJwyiZBkpSUkYRRy5XA5ygv44,OPERATIONAL,"Frederikssundsvej 40, 2400 København, Denmark",38 11 34 22,2.0,https://www.eatonline.dk/restaurant/180/alanya-by-night,"('1530', '0200'); ('1530', '0200'); ('1530', '0200'); ('1530', '0200'); ('1530', '0200'); ('1530', '0400'); ('1530', '0400')",ChIJwyiZBkpSUkYRRy5XA5ygv44
ChIJD_n1BUpSUkYRG45sfScmn6k,OPERATIONAL,"Frederikssundsvej 37, 2400 København, Denmark",38 33 18 84,1.0,http://bellapizzeria-kobenhavn.dk/?utm_source=googlepins&utm_medium=referral&utm_campaign=googlepins,"('1200', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1100', '2200'); ('1200', '2200')",ChIJD_n1BUpSUkYRG45sfScmn6k
ChIJVVXZXTZSUkYRcMhE6n4jpuU,OPERATIONAL,"Thoravej 13, 2400 København, Denmark",62 20 21 39,,https://osmons5700.dk/PrivacyPolicy,,ChIJVVXZXTZSUkYRcMhE6n4jpuU
ChIJVVXZXTZSUkYRtL18JlaInpA,CLOSED_TEMPORARILY,"Thoravej 13, 2400 København, Denmark",97 85 03 03,,https://restaurantamore7600.dk/PrivacyPolicy,,ChIJVVXZXTZSUkYRtL18JlaInpA
ChIJVVXZXTZSUkYR7i9RiSwDZxM,OPERATIONAL,"Thoravej 13, 2400 København, Denmark",33 31 89 98,,https://itzipitzipizza.dk/PrivacyPolicy,,ChIJVVXZXTZSUkYR7i9RiSwDZxM
ChIJVVXZXTZSUkYRZdjw0LMVusY,OPERATIONAL,"Thoravej 13, 2400 København, Denmark",97 40 47 40,,https://miamipizzaholstebro.dk/PrivacyPolicy,,ChIJVVXZXTZSUkYRZdjw0LMVusY
ChIJVVXZXTZSUkYRqVQ56haxI38,OPERATIONAL,"Thoravej 13, 2400 København, Denmark",31 66 86 68,,,,ChIJVVXZXTZSUkYRqVQ56haxI38
ChIJVVXZXTZSUkYRrEvdJAWf1JY,OPERATIONAL,"Thoravej 13, 2400 København, Denmark",58 58 58 38,,,,ChIJVVXZXTZSUkYRrEvdJAWf1JY
ChIJ-Z_C-kFTUkYRD5-2ttdRBYw,OPERATIONAL,"Bispevej 4A, 2400 København, Denmark",60 17 50 66,,https://www.rodder.dk/,,ChIJ-Z_C-kFTUkYRD5-2ttdRBYw
ChIJkQtlzTdSUkYRbXwJ1ND7pr0,OPERATIONAL,"Frederiksborgvej 53, 2400 København NV, Denmark",38 10 34 06,2.0,http://circlek.dk/station/10132,,ChIJkQtlzTdSUkYRbXwJ1ND7pr0
ChIJKctrijdSUkYR-ITQarYAuEc,OPERATIONAL,"Frederiksborgvej 83, 2400 København NV, Denmark",38 34 30 30,1.0,https://royalbagel.dk/,"('1100', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1000', '2100'); ('1100', '2100')",ChIJKctrijdSUkYR-ITQarYAuEc
ChIJLbAcizdSUkYRSmAkl4Dr75k,OPERATIONAL,"Frederiksborgvej 81, 2400 København, Denmark",38 34 24 00,1.0,http://vietthai.dk/,"('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')",ChIJLbAcizdSUkYRSmAkl4Dr75k
ChIJIdjYpTlSUkYRGBnJPxVKcKU,OPERATIONAL,"Tomsgårdsvej 81, 2400 København, Denmark",42 50 10 15,1.0,https://vnriceandnoodle.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,,ChIJIdjYpTlSUkYRGBnJPxVKcKU
ChIJcS5gfgpTUkYRcXgQsmCewbo,OPERATIONAL,"Tomsgårdsvej 81, 2400 København, Denmark",38 88 60 61,,https://crownredonionpizza.dk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=discount&utm_content=10,"('1200', '2300'); ('1500', '2300'); ('1500', '2300'); ('1500', '2300'); ('1500', '2300'); ('1500', '0000'); ('1200', '0000')",ChIJcS5gfgpTUkYRcXgQsmCewbo
ChIJhYHFpTlSUkYRlAJOoVr2g44,OPERATIONAL,"Tomsgårdsvej 81, 2400 København, Denmark",38 86 57 00,,,,ChIJhYHFpTlSUkYRlAJOoVr2g44
ChIJ4yvElD5SUkYR0Av_ic74JIo,OPERATIONAL,"Bispebjerg Torv 2, 2400 København, Denmark",35 42 22 24,2.0,http://www.maltid.dk/,,ChIJ4yvElD5SUkYR0Av_ic74JIo
ChIJR_uV8j5SUkYRUhVSNohEH1s,OPERATIONAL,"Bispebjerg Torv 8, 2400 København, Denmark",,,,,ChIJR_uV8j5SUkYRUhVSNohEH1s
ChIJK_SY7T5SUkYRTh1B6vVTMiY,OPERATIONAL,"Bispebjerg Torv, 2400 København, Denmark",,,,,ChIJK_SY7T5SUkYRTh1B6vVTMiY
ChIJ889xQBZSUkYR1JUb2Po6D3Q,OPERATIONAL,"Frederiksborgvej 169, 2400 København, Denmark",32 53 53 29,2.0,http://dhabakitchen.dk/,"('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100'); ('1600', '2100')",ChIJ889xQBZSUkYR1JUb2Po6D3Q
ChIJmQ2HDRZSUkYRxgbzgeglrvQ,CLOSED_TEMPORARILY,"Frederiksborgvej 188, 2400 København, Denmark",,,,,ChIJmQ2HDRZSUkYRxgbzgeglrvQ
ChIJpR-__RVSUkYR-Thq3kf-hiA,OPERATIONAL,"Frederiksborgvej 178, 2400 København, Denmark",39 69 76 21,2.0,http://trento.dk/,"('1100', '2145'); ('1100', '2145'); ('1100', '2145'); ('1100', '2145'); ('1100', '2145'); ('1100', '2145'); ('1100', '2145')",ChIJpR-__RVSUkYR-Thq3kf-hiA
ChIJc5O8VhZSUkYR2bOqXC0dpt4,OPERATIONAL,"Frederiksborgvej 181, 2400 København, Denmark",39 69 02 26,,https://www.eatonline.dk/restaurant/182/vivaldi-pizzabar,"('1200', '2145'); ('1200', '2145'); ('1200', '2145'); ('1200', '2145'); ('1200', '2145'); ('1200', '2145'); ('1200', '2145')",ChIJc5O8VhZSUkYR2bOqXC0dpt4
ChIJ_Xved1BVUkYROP8diKjqaZ0,OPERATIONAL,"Fragtvej 9, 2450 København, Denmark",20 15 19 60,,https://harrysplace.dk/,"('0900', '1730'); ('0900', '1730'); ('0900', '1730'); ('0900', '1730'); ('0900', '1730'); ('0900', '1730'); ('0900', '1730')",ChIJ_Xved1BVUkYROP8diKjqaZ0
ChIJH2blzX1UUkYRJZ8cANopAQ8,OPERATIONAL,"Haveforeningen Frederikshøj 136, 2450 København, Denmark",38 81 79 83,,,"('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100'); ('1200', '2100')",ChIJH2blzX1UUkYRJZ8cANopAQ8
ChIJZZ6OBX9UUkYRfX6I7PW_0rE,OPERATIONAL,"Borgbjergsvej 50, 2450 København, Denmark",33 31 10 98,1.0,http://bellasydhavnpizza.meal4u.dk/,,ChIJZZ6OBX9UUkYRfX6I7PW_0rE
ChIJlfh5xH5UUkYRpOqrZ5vVhjk,OPERATIONAL,"Mozartsvej 9, 2450 København, Denmark",51 91 82 43,2.0,http://www.rallys.dk/,"('0900', '2200'); ('0900', '2200'); ('0900', '2200'); ('0900', '2200'); ('0900', '2200'); ('0900', '0200'); ('0900', '0200')",ChIJlfh5xH5UUkYRpOqrZ5vVhjk
ChIJ0Yn8wn5UUkYRxTg9vTAdc40,OPERATIONAL,"Mozartsvej 7, 2450 København, Denmark",36 46 64 22,,,"('1500', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200'); ('1600', '2200')",ChIJ0Yn8wn5UUkYRxTg9vTAdc40
ChIJw4r6wn5UUkYRYCj5W7egts0,OPERATIONAL,"Mozartsvej 7, 2450 København, Denmark",,,,"('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200'); ('1200', '2200')",ChIJw4r6wn5UUkYRYCj5W7egts0
ChIJw4r6wn5UUkYRIdgykgTvFRQ,OPERATIONAL,"Mozartsvej 7, 2450 København, Denmark",36 46 64 22,,,,ChIJw4r6wn5UUkYRIdgykgTvFRQ
ChIJC9CyoX9UUkYRqFr7DTaC8w4,OPERATIONAL,"Borgbjergsvej 39, 2450 København SV, Denmark",44 40 22 24,,https://www.facebook.com/Bagerdygtigt-Sydhavnen-118424525460515/,"('0600', '1630'); ('0600', '1730'); ('0600', '1730'); ('0600', '1730'); ('0600', '1730'); ('0600', '1730'); ('0600', '1630')",ChIJC9CyoX9UUkYRqFr7DTaC8w4
ChIJee1yaZVTUkYR147Bti_siRU,OPERATIONAL,"P. Knudsens Gade 29, 2450 København, Denmark",29 82 33 98,,https://www.pickeatup.dk/,,ChIJee1yaZVTUkYR147Bti_siRU
ChIJz8W6QJtTUkYRboSht5y3Luw,CLOSED_PERMANENTLY,"Tapperitorvet 32, 1799 København, Denmark",35 35 40 00,,https://nordicnoodle.dk/,,ChIJz8W6QJtTUkYRboSht5y3Luw
ChIJaZaJSZpTUkYRiMCSyAeV12Q,OPERATIONAL,"Ny Carlsberg Vej 100, 1799 København, Denmark",70 26 33 32,,https://dk.sodexo.com/,,ChIJaZaJSZpTUkYRiMCSyAeV12Q
ChIJ109xsMdTUkYRKVbFkIVm4qo,OPERATIONAL,"Bryggernes Plads 1, 1799 København, Denmark",31 33 37 19,,http://www.gasolinegrill.com/,"('1100', '2000'); ('1100', '2000'); ('1100', '2000'); ('1100', '2000'); ('1100', '2000'); ('1100', '2000'); ('1100', '2000')",ChIJ109xsMdTUkYRKVbFkIVm4qo
ChIJ6-OHeglVUkYRJfau1Or-t4g,OPERATIONAL,"Bryggernes Plads 7, 1799 København, Denmark",33 14 66 55,,https://tramonto.dk/,"('1300', '0000'); ('1200', '0000'); ('1200', '0000'); ('1200', '0000'); ('1200', '0000'); ('1200', '0000'); ('1300', '0000')",ChIJ6-OHeglVUkYRJfau1Or-t4g
ChIJW5CqQ5FTUkYRefM_jewYRDs,OPERATIONAL,"Bag Elefanterne 20, 1799 København, Denmark",26 33 16 33,2.0,http://www.carls.pub/,"('1000', '1530'); ('1000', '0000'); ('1000', '0000'); ('1000', '0000'); ('1000', '0000'); ('1000', '0200'); ('1000', '0200')",ChIJW5CqQ5FTUkYRefM_jewYRDs
ChIJh4jAsXFTUkYRQ7Mf7VQ1sgg,OPERATIONAL,"Ny Carlsberg Vej 120, 1760 København, Denmark",,,,,ChIJh4jAsXFTUkYRQ7Mf7VQ1sgg
ChIJ4-XjY5dTUkYRJGo0lVvjQ9I,OPERATIONAL,"Vesterbrogade 200, 1800 Frederiksberg, Denmark",33 23 33 13,,https://www.madeinitaly1800.dk/,,ChIJ4-XjY5dTUkYRJGo0lVvjQ9I
ChIJtxaAuZlTUkYRt9S0ULtIiuA,OPERATIONAL,"Vesterbrogade 182, 1800 Frederiksberg, Denmark",33 25 10 66,3.0,https://formelb.dk/,,ChIJtxaAuZlTUkYRt9S0ULtIiuA
ChIJ1wYmvJlTUkYRx_LuZXEGtfs,OPERATIONAL,"Vesterbrogade 171, 1800 Frederiksberg, Denmark",33 23 40 44,2.0,http://www.omakase.dk/,,ChIJ1wYmvJlTUkYRx_LuZXEGtfs
ChIJEa5TMpRTUkYR-BpgSWk3iaM,OPERATIONAL,"Vesterbrogade 202 c, 1800 Frederiksberg, Denmark",26 18 84 92,,https://villavanvid.business.site/,,ChIJEa5TMpRTUkYR-BpgSWk3iaM
ChIJ-eMUo5lTUkYR1p6XQ2rqndY,OPERATIONAL,"Vesterbrogade 167, 1800 Frederiksberg, Denmark",53 53 29 99,,https://pronto3.dk/,"('1600', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1100', '2100'); ('1200', '2100')",ChIJ-eMUo5lTUkYR1p6XQ2rqndY
ChIJ3a3LZ71TUkYRUXm1y2qBBy4,OPERATIONAL,"Allegade 4, 2000 Frederiksberg, Denmark",33 25 44 42,2.0,https://alleenberg.dk/,,ChIJ3a3LZ71TUkYRUXm1y2qBBy4
ChIJ383qYb1TUkYRW5TyXLW4zkA,OPERATIONAL,"Frederiksberg Allé 104, 1820 Frederiksberg, Denmark",,,,"('1000', '1730'); ('1000', '1730'); ('1000', '1730'); ('1000', '1730'); ('1000', '1730'); ('1000', '1730'); ('1000', '1730')",ChIJ383qYb1TUkYRW5TyXLW4zkA
ChIJ9V4r82hTUkYRy43c_k0ZZvw,OPERATIONAL,"Allegade 2, 2000 Frederiksberg, Denmark",38 42 34 03,2.0,http://frankiespizza.dk/,"('1200', '2300'); ('1630', '2300'); ('1630', '2300'); ('1630', '2300'); ('1630', '2300'); ('1200', '2300'); ('1200', '2300')",ChIJ9V4r82hTUkYRy43c_k0ZZvw
ChIJgejCar1TUkYRN_WPL8Dgf7c,OPERATIONAL,"Allegade 10, 2000 Frederiksberg, Denmark",33 31 17 51,2.0,http://www.allegade10.dk/,"('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200'); ('1000', '2200')",ChIJgejCar1TUkYRN_WPL8Dgf7c
ChIJdyzXAL1TUkYRVN81JV68V-8,OPERATIONAL,"Allegade 25A, 2000 Frederiksberg, Denmark",31 52 77 25,,http://www.yogacentralen.dk/,"('0830', '1700'); ('0700', '2100'); ('0700', '2100'); ('0700', '2100'); ('0700', '2100'); ('0700', '2100'); ('0830', '1700')",ChIJdyzXAL1TUkYRVN81JV68V-8
